,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01012805,383,110,121,80,45,23,3,1,0
S01012806,299,89,95,43,56,13,3,0,0
S01012807,218,42,76,33,49,13,3,1,1
S01012808,475,172,140,67,77,16,3,0,0
S01012809,337,178,84,45,22,6,1,1,0
S01012810,481,273,126,40,29,8,2,2,1
S01012811,348,114,118,64,39,9,2,1,1
S01012812,285,87,91,47,44,16,0,0,0
S01012813,372,80,160,68,44,16,4,0,0
S01012814,333,77,109,72,54,17,4,0,0
S01012815,320,60,90,74,73,18,4,1,0
S01012816,229,59,66,43,47,13,0,0,1
S01012817,175,18,31,49,57,17,0,2,1
S01012818,271,24,78,62,74,23,7,3,0
S01012819,365,150,115,61,25,12,2,0,0
S01012820,370,51,126,88,77,21,3,3,1
S01012821,263,43,72,56,61,20,7,3,1
S01012822,256,118,80,43,8,7,0,0,0
S01012823,285,42,80,51,78,27,4,3,0
S01012824,273,73,89,55,41,10,3,1,1
S01012825,269,130,90,34,13,1,1,0,0
S01012826,231,65,50,60,35,13,7,1,0
S01012827,233,36,53,54,65,18,4,1,2
S01012828,254,66,90,62,30,5,1,0,0
S01012829,362,103,120,72,42,16,6,2,1
S01012830,313,113,98,46,39,15,2,0,0
S01012831,333,155,96,53,21,8,0,0,0
S01012832,215,57,67,38,33,15,4,0,1
S01012833,319,102,112,55,31,16,2,1,0
S01012834,289,100,102,48,28,10,1,0,0
S01012835,403,153,154,56,30,8,1,0,1
S01012836,220,21,59,51,72,10,6,1,0
S01012837,414,232,92,52,31,4,2,1,0
S01012838,528,292,135,59,35,4,3,0,0
S01012839,300,85,108,67,36,4,0,0,0
S01012840,285,47,91,58,72,13,2,0,2
S01012841,253,56,108,46,36,7,0,0,0
S01012842,198,36,85,46,26,3,2,0,0
S01012843,381,82,142,62,57,30,7,1,0
S01012844,249,43,73,54,56,18,3,2,0
S01012845,281,80,92,46,40,19,2,1,1
S01012846,543,288,170,50,27,8,0,0,0
S01012847,249,93,70,42,32,12,0,0,0
S01012848,283,55,84,58,63,18,3,1,1
S01012849,345,131,125,63,19,5,2,0,0
S01012850,339,125,111,64,27,9,3,0,0
S01012851,374,127,139,58,36,10,3,0,1
S01012852,298,84,100,59,42,11,2,0,0
S01012853,338,93,132,58,37,15,3,0,0
S01012854,374,128,129,69,37,10,1,0,0
S01012855,284,97,81,57,37,10,0,2,0
S01012856,414,247,110,33,21,2,0,1,0
S01012857,472,258,132,50,26,5,1,0,0
S01012858,422,250,115,32,14,9,2,0,0
S01012859,530,240,159,79,44,6,1,1,0
S01012860,382,157,106,62,38,14,4,1,0
S01012861,322,117,108,48,38,9,1,1,0
S01012862,369,236,78,31,18,5,1,0,0
S01012863,424,281,107,21,12,3,0,0,0
S01012864,469,271,123,51,18,5,0,0,1
S01012865,390,169,122,51,34,10,2,1,1
S01012866,374,159,108,61,40,5,1,0,0
S01012867,396,184,134,54,15,8,1,0,0
S01012868,321,174,88,38,16,4,1,0,0
S01012869,257,106,71,38,30,9,2,1,0
S01012870,450,170,158,68,46,7,1,0,0
S01012871,384,127,151,53,42,8,2,1,0
S01012872,318,95,107,63,39,12,2,0,0
S01012873,338,79,121,84,42,12,0,0,0
S01012874,383,172,93,73,28,15,1,1,0
S01012875,277,111,88,44,22,8,2,2,0
S01012876,371,133,117,73,28,17,3,0,0
S01012877,331,103,126,54,35,10,2,1,0
S01012878,373,87,129,75,57,23,2,0,0
S01012879,323,117,96,41,55,9,4,0,1
S01012880,374,103,133,59,53,22,4,0,0
S01012881,406,154,152,51,29,16,3,1,0
S01012882,287,108,94,47,27,9,1,1,0
S01012883,378,221,90,43,18,5,0,1,0
S01012884,285,145,78,28,27,6,0,0,1
S01012885,270,168,51,35,11,3,2,0,0
S01012886,315,70,116,71,43,11,4,0,0
S01012887,352,123,136,50,32,8,1,1,1
S01012888,333,80,123,58,55,14,3,0,0
S01012889,342,68,114,85,52,22,1,0,0
S01012890,300,92,96,49,37,20,4,2,0
S01012891,255,98,75,42,27,12,1,0,0
S01012892,566,247,172,93,37,14,2,1,0
S01012893,369,143,130,58,28,5,3,2,0
S01012894,311,71,94,60,63,16,6,1,0
S01012895,197,45,60,33,42,13,3,1,0
S01012896,482,252,150,44,26,8,2,0,0
S01012897,248,61,89,41,44,10,2,1,0
S01012898,177,15,38,39,68,15,2,0,0
S01012899,317,184,83,25,21,4,0,0,0
S01012900,226,47,92,33,34,15,3,2,0
S01012901,336,144,96,50,31,12,2,1,0
S01012902,359,133,126,49,40,10,1,0,0
S01012903,400,170,123,53,39,13,1,0,1
S01012904,371,117,135,66,39,12,0,1,1
S01012905,272,103,61,49,47,10,2,0,0
S01012906,482,225,154,56,38,7,2,0,0
S01012907,449,199,147,55,41,6,1,0,0
S01012908,355,154,115,40,37,7,2,0,0
S01012909,331,173,86,37,22,12,1,0,0
S01012910,485,265,134,50,30,5,1,0,0
S01012911,340,119,126,44,38,9,2,1,1
S01012912,339,144,113,39,32,8,3,0,0
S01012913,417,165,134,52,49,11,3,1,2
S01012914,410,150,146,65,39,7,1,2,0
S01012915,447,150,123,67,81,22,4,0,0
S01012916,331,142,108,43,30,5,2,1,0
S01012917,270,48,87,61,59,14,1,0,0
S01012918,255,124,70,29,22,9,1,0,0
S01012919,229,91,87,23,19,9,0,0,0
S01012920,258,72,110,37,28,10,1,0,0
S01012921,338,128,118,43,38,8,2,0,1
S01012922,437,142,126,78,73,17,1,0,0
S01012923,306,98,92,57,45,11,3,0,0
S01012924,243,99,68,45,26,4,1,0,0
S01012925,194,37,81,38,27,6,4,1,0
S01012926,333,128,113,39,41,10,2,0,0
S01012927,339,108,115,55,41,15,5,0,0
S01012928,353,121,107,52,52,16,4,1,0
S01012929,340,112,123,45,47,11,1,1,0
S01012930,512,302,150,30,20,9,1,0,0
S01012931,435,176,141,63,43,9,2,1,0
S01012932,211,56,75,35,29,12,3,1,0
S01012933,352,123,108,48,51,17,4,1,0
S01012934,360,143,134,50,21,9,3,0,0
S01012935,363,108,111,64,45,26,8,1,0
S01012936,351,138,125,41,30,11,5,0,1
S01012937,314,115,96,47,40,12,4,0,0
S01012938,307,100,111,41,36,15,1,3,0
S01012939,216,30,58,46,53,22,5,1,1
S01012940,268,47,104,48,52,12,4,1,0
S01012941,257,29,75,48,70,28,4,2,1
S01012942,364,127,124,53,49,9,1,1,0
S01012943,291,64,91,57,61,18,0,0,0
S01012944,207,43,77,34,39,14,0,0,0
S01012945,241,27,72,45,75,16,4,2,0
S01012946,338,69,125,55,73,11,5,0,0
S01012947,151,12,57,25,39,14,2,2,0
S01012948,249,24,102,56,51,15,1,0,0
S01012949,282,68,119,39,39,15,1,1,0
S01012950,273,16,75,61,93,26,1,0,1
S01012951,294,21,79,77,86,29,1,0,1
S01012952,247,52,96,37,41,12,5,2,2
S01012953,292,72,107,66,36,9,2,0,0
S01012954,173,22,58,38,45,7,3,0,0
S01012955,356,88,111,65,68,22,2,0,0
S01012956,458,210,131,55,34,19,6,2,1
S01012957,304,128,85,45,34,8,4,0,0
S01012958,206,50,75,39,28,11,3,0,0
S01012959,228,55,69,49,45,8,2,0,0
S01012960,229,31,97,49,35,13,3,1,0
S01012961,200,38,70,44,34,9,5,0,0
S01012962,236,27,90,60,39,16,3,0,1
S01012963,275,32,82,59,78,20,2,1,1
S01012964,200,22,41,43,66,22,5,1,0
S01012965,229,50,55,47,50,20,6,0,1
S01012966,262,56,77,65,42,19,1,1,1
S01012967,183,46,53,26,38,13,4,2,1
S01012968,271,62,105,41,52,9,2,0,0
S01012969,306,106,102,42,32,20,4,0,0
S01012970,236,57,88,42,32,12,3,2,0
S01012971,299,45,85,90,53,20,6,0,0
S01012972,329,93,114,50,46,15,10,1,0
S01012973,335,102,107,59,48,14,2,2,1
S01012974,446,174,148,62,52,7,1,2,0
S01012975,266,85,80,51,36,9,4,1,0
S01012976,229,65,93,31,26,10,4,0,0
S01012977,287,73,84,68,42,15,4,1,0
S01012978,334,96,99,75,40,16,7,1,0
S01012979,224,36,67,51,46,14,8,1,1
S01012980,311,115,92,56,39,9,0,0,0
S01012981,347,129,110,57,32,14,5,0,0
S01012982,383,132,130,67,46,6,1,1,0
S01012983,326,98,131,27,49,18,3,0,0
S01012984,279,91,95,48,30,9,4,2,0
S01012985,330,97,103,60,54,13,2,1,0
S01012986,394,183,116,56,32,7,0,0,0
S01012987,356,145,111,55,33,7,2,2,1
S01012988,463,204,154,59,37,8,1,0,0
S01012989,409,128,141,73,48,17,1,0,1
S01012990,303,149,69,46,24,11,2,2,0
S01012991,351,101,121,65,54,5,3,2,0
S01012992,380,167,105,52,38,10,5,3,0
S01012993,376,185,113,47,26,3,1,0,1
S01012994,502,286,124,47,35,6,2,2,0
S01012995,331,76,126,62,57,7,3,0,0
S01012996,246,51,76,50,49,18,2,0,0
S01012997,210,66,66,41,23,12,1,0,1
S01012998,414,91,138,80,80,23,2,0,0
S01012999,220,83,64,39,19,15,0,0,0
S01013000,322,131,112,42,28,6,2,1,0
S01013001,156,28,74,23,22,6,3,0,0
S01013002,205,48,85,33,23,13,3,0,0
S01013003,246,34,114,32,49,15,2,0,0
S01013004,264,52,107,38,50,12,4,1,0
S01013005,300,70,120,55,40,14,1,0,0
S01013006,240,39,106,39,40,13,3,0,0
S01013007,397,111,153,60,55,15,3,0,0
S01013008,330,85,128,55,41,19,2,0,0
S01013009,293,106,92,53,29,10,2,1,0
S01013010,246,68,87,41,27,19,4,0,0
S01013011,261,53,77,53,59,13,5,0,1
S01013012,292,106,90,41,34,17,4,0,0
S01013013,297,77,102,47,53,15,1,1,1
S01013014,336,112,113,57,47,7,0,0,0
S01013015,309,72,121,43,52,17,4,0,0
S01013016,244,42,108,46,34,12,2,0,0
S01013017,359,102,126,57,54,15,5,0,0
S01013018,387,90,144,60,73,17,3,0,0
S01013019,355,81,133,47,64,28,1,0,1
S01013020,226,89,71,37,23,4,2,0,0
S01013021,187,43,65,40,27,10,1,1,0
S01013022,186,46,72,41,20,5,2,0,0
S01013023,337,52,153,57,54,17,4,0,0
S01013024,227,67,84,30,28,18,0,0,0
S01013025,211,49,93,31,27,7,2,1,1
S01013026,410,116,139,90,44,14,3,4,0
S01013027,422,128,117,87,62,17,9,0,2
S01013028,191,42,78,38,24,6,2,1,0
S01013029,269,96,88,47,27,10,1,0,0
S01013030,225,41,68,46,46,18,5,0,1
S01013031,291,118,72,51,39,5,5,0,1
S01013032,309,63,100,54,76,15,1,0,0
S01013033,276,65,105,47,46,10,2,1,0
S01013034,296,74,100,63,44,12,3,0,0
S01013035,300,96,99,53,39,11,2,0,0
S01013036,280,59,81,58,49,22,8,3,0
S01013037,283,53,112,53,48,16,1,0,0
S01013038,434,158,133,60,57,19,6,1,0
S01013039,178,20,55,36,47,19,1,0,0
S01013040,324,145,102,41,26,8,2,0,0
S01013041,257,83,90,30,40,11,2,1,0
S01013042,318,76,102,71,50,15,3,0,1
S01013043,278,82,78,52,41,15,5,1,4
S01013044,323,73,106,63,58,18,4,1,0
S01013045,277,77,64,61,56,15,3,0,1
S01013046,214,60,74,44,22,13,1,0,0
S01013047,350,70,111,63,81,24,1,0,0
S01013048,401,172,134,44,41,5,5,0,0
S01013049,354,109,128,56,37,22,2,0,0
S01013050,351,139,119,52,31,8,2,0,0
S01013051,422,129,166,60,50,12,5,0,0
S01013052,391,173,134,48,28,7,1,0,0
S01013053,337,167,98,43,22,7,0,0,0
S01013054,305,97,120,49,29,5,3,1,1
S01013055,336,137,106,46,38,7,0,2,0
S01013056,431,161,141,76,36,13,4,0,0
S01013057,369,109,119,75,40,20,5,0,1
S01013058,213,28,66,41,57,17,2,1,1
S01013059,406,177,149,38,29,10,0,0,3
S01013060,227,75,89,24,31,6,2,0,0
S01013061,362,98,166,44,40,13,0,1,0
S01013062,403,159,145,43,36,18,2,0,0
S01013063,371,138,125,43,42,18,5,0,0
S01013064,386,122,137,57,56,11,1,2,0
S01013065,415,148,154,62,37,11,2,1,0
S01013066,347,150,103,51,34,9,0,0,0
S01013067,396,143,152,60,24,17,0,0,0
S01013068,406,189,126,47,35,6,1,0,2
S01013069,350,131,120,58,22,16,2,0,1
S01013070,301,131,111,38,12,9,0,0,0
S01013071,359,115,141,71,23,7,1,1,0
S01013072,227,75,62,52,29,8,1,0,0
S01013073,352,119,128,56,41,8,0,0,0
S01013074,302,117,64,59,35,15,10,2,0
S01013075,481,270,111,60,22,10,5,1,2
S01013076,172,35,56,27,39,10,4,0,1
S01013077,297,83,99,53,40,15,7,0,0
S01013078,252,90,75,37,33,13,4,0,0
S01013079,376,69,105,81,85,27,8,1,0
S01013080,374,116,131,56,51,16,3,0,1
S01013081,280,66,123,46,35,7,3,0,0
S01013082,395,137,144,61,43,10,0,0,0
S01013083,187,38,67,38,37,7,0,0,0
S01013084,307,55,138,50,47,15,1,0,1
S01013085,259,125,57,39,26,8,2,1,1
S01013086,448,201,156,45,28,15,2,1,0
S01013087,327,89,125,50,40,16,7,0,0
S01013088,388,80,175,66,45,16,4,1,1
S01013089,359,121,140,52,40,4,2,0,0
S01013090,349,92,151,46,44,15,1,0,0
S01013091,254,108,100,33,11,2,0,0,0
S01013092,440,179,145,53,51,11,1,0,0
S01013093,223,71,96,27,21,6,2,0,0
S01013094,230,38,97,37,37,15,6,0,0
S01013095,282,16,97,41,93,28,5,2,0
S01013096,213,72,73,32,26,9,1,0,0
S01013097,248,52,97,44,38,12,5,0,0
S01013098,189,8,23,29,85,39,3,2,0
S01013099,439,184,157,49,37,11,1,0,0
S01013100,265,71,117,22,31,19,5,0,0
S01013101,502,213,166,66,41,12,2,2,0
S01013102,291,116,100,32,29,11,1,2,0
S01013103,289,31,85,63,83,21,6,0,0
S01013104,404,100,150,66,64,15,8,1,0
S01013105,387,115,143,52,55,20,2,0,0
S01013106,350,112,113,54,48,19,4,0,0
S01013107,275,51,135,32,45,9,2,1,0
S01013108,255,74,94,37,37,7,5,0,1
S01013109,412,100,146,66,69,21,9,0,1
S01013110,245,64,90,44,29,9,4,4,1
S01013111,192,62,61,29,28,9,2,1,0
S01013112,265,69,90,44,48,12,0,1,1
S01013113,372,122,140,50,43,14,3,0,0
S01013114,337,100,130,39,49,11,8,0,0
S01013115,320,162,107,24,22,3,2,0,0
S01013116,331,92,145,53,30,10,1,0,0
S01013117,271,88,90,49,34,9,1,0,0
S01013118,195,48,87,31,16,13,0,0,0
S01013119,337,93,150,51,30,10,1,1,1
S01013120,440,160,170,52,43,11,2,2,0
S01013121,146,42,52,25,16,11,0,0,0
S01013122,333,186,78,36,19,13,0,1,0
S01013123,414,210,107,59,26,10,2,0,0
S01013124,334,122,104,54,45,7,2,0,0
S01013125,374,160,111,53,33,15,1,0,1
S01013126,342,122,102,72,32,12,1,1,0
S01013127,378,137,111,59,43,24,3,1,0
S01013128,455,325,98,26,5,1,0,0,0
S01013129,533,225,160,77,46,16,5,2,2
S01013130,340,146,98,44,31,15,5,1,0
S01013131,316,134,83,55,35,7,1,1,0
S01013132,318,163,82,42,22,8,1,0,0
S01013133,441,250,119,33,29,8,1,1,0
S01013134,376,142,100,66,49,13,5,0,1
S01013135,391,198,76,65,36,14,2,0,0
S01013136,395,122,133,62,49,22,3,2,2
S01013137,307,88,95,53,49,20,2,0,0
S01013138,342,141,98,62,26,14,0,1,0
S01013139,409,168,114,61,38,21,7,0,0
S01013140,366,119,131,55,40,17,3,1,0
S01013141,330,146,108,35,29,9,2,1,0
S01013142,517,292,144,52,21,5,3,0,0
S01013143,419,160,151,58,37,10,2,1,0
S01013144,427,151,155,69,36,14,2,0,0
S01013145,336,141,98,41,38,16,2,0,0
S01013146,197,60,70,30,24,9,4,0,0
S01013147,307,93,102,46,46,15,4,0,1
S01013148,381,152,138,51,29,8,1,2,0
S01013149,418,172,136,67,36,7,0,0,0
S01013150,403,138,144,75,36,9,1,0,0
S01013151,261,93,83,44,32,7,2,0,0
S01013152,386,119,119,69,56,17,5,1,0
S01013153,398,151,109,66,47,17,6,2,0
S01013154,452,154,156,75,54,8,3,2,0
S01013155,399,145,102,78,49,22,2,1,0
S01013156,354,104,105,73,45,18,4,3,2
S01013157,430,163,106,76,58,19,5,2,1
S01013158,205,37,67,39,48,10,3,1,0
S01013159,297,80,112,47,36,21,0,1,0
S01013160,264,32,102,48,65,15,1,1,0
S01013161,488,198,151,66,52,16,1,3,1
S01013162,426,197,133,52,28,12,4,0,0
S01013163,253,27,90,71,44,20,1,0,0
S01013164,485,211,100,80,62,27,5,0,0
S01013165,412,153,135,54,56,11,2,1,0
S01013166,387,234,83,45,19,5,1,0,0
S01013167,383,216,92,51,19,4,1,0,0
S01013168,408,162,110,62,54,14,5,1,0
S01013169,436,202,120,62,36,15,1,0,0
S01013170,265,122,78,25,27,11,2,0,0
S01013171,249,53,69,49,56,16,5,1,0
S01013172,319,94,109,54,45,13,0,3,1
S01013173,358,117,117,65,44,13,2,0,0
S01013174,284,48,86,47,86,14,3,0,0
S01013175,343,84,97,79,66,14,3,0,0
S01013176,411,206,125,44,26,8,1,1,0
S01013177,290,115,87,39,35,13,1,0,0
S01013178,346,130,124,46,29,15,2,0,0
S01013179,363,115,139,66,29,12,1,0,1
S01013180,170,32,60,41,27,9,1,0,0
S01013181,310,84,118,49,46,11,2,0,0
S01013182,372,165,114,42,35,14,1,0,1
S01013183,334,76,121,56,64,15,1,0,1
S01013184,279,121,82,37,24,12,2,0,1
S01013185,362,129,109,59,49,8,7,0,1
S01013186,292,92,87,64,33,13,3,0,0
S01013187,386,147,124,48,53,10,4,0,0
S01013188,348,71,133,57,64,20,1,1,1
S01013189,238,51,86,38,41,17,3,2,0
S01013190,367,144,102,52,50,14,4,1,0
S01013191,386,67,118,89,82,25,3,2,0
S01013192,417,155,134,59,51,17,1,0,0
S01013193,356,169,112,48,23,4,0,0,0
S01013194,319,157,101,36,24,1,0,0,0
S01013195,597,354,155,50,28,9,1,0,0
S01013196,371,193,125,32,18,3,0,0,0
S01013197,262,101,78,44,29,10,0,0,0
S01013198,379,160,115,55,35,12,1,1,0
S01013199,488,247,134,59,39,5,4,0,0
S01013200,313,111,94,60,30,14,3,0,1
S01013201,380,195,88,40,40,14,2,0,1
S01013202,235,72,71,48,27,16,1,0,0
S01013203,355,159,100,42,40,12,2,0,0
S01013204,332,88,106,76,48,11,3,0,0
S01013205,240,66,66,50,26,21,6,4,1
S01013206,298,115,98,43,32,5,2,2,1
S01013207,390,174,120,48,37,6,5,0,0
S01013208,436,176,123,67,58,10,1,0,1
S01013209,435,194,152,52,24,10,2,1,0
S01013210,253,75,81,51,35,8,3,0,0
S01013211,411,145,143,73,42,7,1,0,0
S01013212,192,14,53,48,62,12,3,0,0
S01013213,197,21,67,49,49,9,2,0,0
S01013214,159,24,47,39,43,5,1,0,0
S01013215,385,156,132,57,30,9,1,0,0
S01013216,237,59,71,65,32,6,3,1,0
S01013217,279,65,98,64,41,8,2,1,0
S01013218,251,65,78,63,28,16,0,1,0
S01013219,220,52,83,43,33,6,3,0,0
S01013220,313,119,92,44,39,10,8,1,0
S01013221,382,104,137,71,44,19,4,3,0
S01013222,316,154,89,37,31,4,0,0,1
S01013223,637,359,152,68,46,10,2,0,0
S01013224,370,139,106,57,50,16,2,0,0
S01013225,315,87,76,73,53,18,5,2,1
S01013226,207,50,73,40,31,8,3,2,0
S01013227,366,175,94,59,32,5,0,0,1
S01013228,416,239,110,39,23,5,0,0,0
S01013229,370,141,115,70,31,11,2,0,0
S01013230,327,120,125,51,25,5,1,0,0
S01013231,374,167,112,50,37,5,3,0,0
S01013232,331,132,99,53,35,10,2,0,0
S01013233,262,77,106,41,25,12,0,1,0
S01013234,137,14,49,30,40,3,1,0,0
S01013235,386,161,138,45,34,6,1,1,0
S01013236,381,94,160,75,37,13,2,0,0
S01013237,360,125,107,65,39,21,3,0,0
S01013238,389,183,102,52,37,14,1,0,0
S01013239,425,151,151,73,37,13,0,0,0
S01013240,256,97,83,43,24,8,1,0,0
S01013241,336,59,155,55,62,3,2,0,0
S01013242,229,50,85,38,32,17,6,1,0
S01013243,325,106,104,59,44,7,3,1,1
S01013244,351,138,102,53,42,13,3,0,0
S01013245,407,98,136,84,65,19,3,2,0
S01013246,184,44,58,40,27,12,2,1,0
S01013247,338,117,104,68,37,8,4,0,0
S01013248,300,114,97,49,29,9,1,1,0
S01013249,201,52,78,40,24,6,1,0,0
S01013250,339,67,135,57,54,18,6,2,0
S01013251,319,99,91,56,46,20,4,1,2
S01013252,288,82,99,50,39,15,2,1,0
S01013253,316,91,123,54,34,11,3,0,0
S01013254,297,116,83,54,33,10,0,1,0
S01013255,345,88,117,72,48,12,6,2,0
S01013256,322,111,105,45,52,8,1,0,0
S01013257,419,193,122,63,30,9,2,0,0
S01013258,312,65,130,58,39,16,4,0,0
S01013259,361,91,141,66,49,12,1,0,1
S01013260,382,115,123,71,55,15,3,0,0
S01013261,345,105,115,59,39,20,5,2,0
S01013262,276,82,102,36,38,13,4,1,0
S01013263,195,25,70,31,49,18,1,1,0
S01013264,163,11,39,41,56,11,3,1,1
S01013265,201,10,52,42,60,30,5,1,1
S01013266,189,20,53,45,55,12,3,1,0
S01013267,237,75,76,47,24,11,3,1,0
S01013268,328,76,96,82,51,19,2,2,0
S01013269,379,77,143,71,69,17,2,0,0
S01013270,285,37,92,53,73,24,5,1,0
S01013271,242,33,121,42,35,10,1,0,0
S01013272,253,30,68,46,81,21,5,2,0
S01013273,291,20,59,85,95,27,4,1,0
S01013274,348,87,150,52,47,10,2,0,0
S01013275,253,42,101,45,42,19,1,1,2
S01013276,233,43,83,46,47,9,4,1,0
S01013277,363,83,142,68,41,23,4,1,1
S01013278,322,98,90,62,48,20,3,1,0
S01013279,299,82,93,61,37,19,4,2,1
S01013280,227,56,69,49,36,11,1,3,2
S01013281,384,109,112,69,55,31,8,0,0
S01013282,346,119,83,73,44,21,3,1,2
S01013283,310,106,123,49,21,8,2,1,0
S01013284,301,97,115,43,36,9,1,0,0
S01013285,269,60,105,43,49,11,1,0,0
S01013286,284,68,111,51,46,8,0,0,0
S01013287,282,44,86,57,79,15,1,0,0
S01013288,315,115,113,43,30,14,0,0,0
S01013289,303,65,113,56,49,16,3,1,0
S01013290,361,94,105,75,60,22,4,0,1
S01013291,257,38,77,59,63,17,3,0,0
S01013292,284,49,110,61,52,10,1,1,0
S01013293,273,49,96,57,55,14,2,0,0
S01013294,306,83,97,67,46,11,2,0,0
S01013295,324,94,117,56,41,11,4,1,0
S01013296,310,95,102,66,28,16,1,0,2
S01013297,308,107,90,56,44,9,2,0,0
S01013298,310,99,121,50,26,12,1,1,0
S01013299,424,109,137,90,75,12,1,0,0
S01013300,264,90,104,33,30,7,0,0,0
S01013301,217,65,78,49,12,13,0,0,0
S01013302,270,79,103,38,37,11,2,0,0
S01013303,384,109,144,71,35,20,4,1,0
S01013304,422,155,127,75,44,14,3,3,1
S01013305,444,150,166,67,42,16,0,3,0
S01013306,501,245,160,50,28,15,3,0,0
S01013307,436,136,122,83,64,26,4,0,1
S01013308,374,96,112,82,57,18,5,3,1
S01013309,236,52,81,36,45,19,1,1,1
S01013310,241,42,73,70,38,10,7,1,0
S01013311,313,71,109,56,51,18,7,0,1
S01013312,486,192,142,85,39,20,5,0,3
S01013313,276,77,89,41,42,19,5,3,0
S01013314,304,96,115,45,34,11,3,0,0
S01013315,174,6,43,49,56,16,4,0,0
S01013316,273,66,107,47,34,16,1,0,2
S01013317,257,87,106,41,17,5,1,0,0
S01013318,245,52,93,37,54,7,2,0,0
S01013319,209,34,77,37,44,9,6,2,0
S01013320,357,50,105,69,103,26,1,1,2
S01013321,223,95,82,27,13,5,1,0,0
S01013322,267,51,85,49,62,15,4,0,1
S01013323,416,136,122,86,58,10,2,1,1
S01013324,275,89,83,45,39,13,4,2,0
S01013325,353,75,123,73,56,18,5,3,0
S01013326,218,55,72,41,38,8,2,1,1
S01013327,269,57,85,59,51,13,4,0,0
S01013328,236,50,65,53,39,18,10,1,0
S01013329,228,71,69,46,26,13,1,1,1
S01013330,430,95,157,92,66,18,2,0,0
S01013331,248,50,79,56,48,11,4,0,0
S01013332,285,91,84,45,50,11,4,0,0
S01013333,327,73,111,71,53,13,2,3,1
S01013334,294,63,95,60,51,12,10,1,2
S01013335,294,62,62,87,48,26,7,2,0
S01013336,339,103,90,53,56,31,3,2,1
S01013337,365,63,147,63,66,19,4,3,0
S01013338,165,10,36,33,47,26,7,4,2
S01013339,233,43,96,44,37,11,1,0,1
S01013340,335,54,165,55,51,9,0,1,0
S01013341,388,99,158,62,57,6,5,0,1
S01013342,286,103,90,42,32,11,7,0,1
S01013343,276,83,76,55,41,17,4,0,0
S01013344,356,128,111,56,39,17,4,0,1
S01013345,298,73,91,62,49,16,4,3,0
S01013346,282,23,82,62,77,30,6,2,0
S01013347,332,125,111,42,44,9,1,0,0
S01013348,169,29,48,41,37,12,1,0,1
S01013349,359,117,128,61,40,9,4,0,0
S01013350,285,84,92,59,36,12,1,1,0
S01013351,320,80,103,69,52,14,1,1,0
S01013352,355,78,129,69,50,22,5,2,0
S01013353,283,98,79,47,32,20,6,0,1
S01013354,318,84,132,45,45,9,2,1,0
S01013355,274,75,95,43,48,11,2,0,0
S01013356,323,90,110,67,43,9,2,2,0
S01013357,346,79,144,56,46,18,3,0,0
S01013358,382,141,118,72,40,8,3,0,0
S01013359,298,113,108,32,32,11,1,1,0
S01013360,299,83,112,54,34,14,2,0,0
S01013361,280,120,91,39,25,4,1,0,0
S01013362,220,76,74,29,27,10,3,1,0
S01013363,390,173,131,44,28,11,2,1,0
S01013364,366,93,130,54,64,19,5,1,0
S01013365,367,102,172,51,33,6,3,0,0
S01013366,348,70,119,79,63,12,4,1,0
S01013367,221,48,67,40,52,11,2,1,0
S01013368,284,57,109,56,43,11,7,1,0
S01013369,420,145,141,71,46,15,2,0,0
S01013370,298,132,96,37,22,9,0,2,0
S01013371,327,125,126,34,32,8,1,0,1
S01013372,489,166,150,87,70,12,2,1,1
S01013373,451,168,162,65,44,10,2,0,0
S01013374,453,177,142,77,32,16,5,3,1
S01013375,262,81,97,48,28,5,3,0,0
S01013376,272,92,104,31,33,5,5,2,0
S01013377,377,138,142,53,32,9,3,0,0
S01013378,426,130,145,79,51,16,3,2,0
S01013379,345,70,150,62,49,11,2,1,0
S01013380,36,6,9,8,5,8,0,0,0
S01013381,211,60,73,38,32,7,1,0,0
S01013382,225,56,76,47,31,11,3,1,0
S01013383,353,147,123,52,26,4,1,0,0
S01013384,337,126,98,57,34,17,4,1,0
S01013385,217,62,86,40,19,10,0,0,0
S01013386,335,58,136,60,63,15,3,0,0
S01013387,265,79,90,43,42,10,1,0,0
S01013388,382,178,114,45,32,11,1,1,0
S01013389,347,118,121,50,46,10,1,1,0
S01013390,210,71,74,29,28,7,1,0,0
S01013391,173,42,63,27,26,12,2,0,1
S01013392,270,31,85,77,59,15,3,0,0
S01013393,324,116,96,60,41,8,1,1,1
S01013394,288,86,92,47,51,9,2,0,1
S01013395,352,144,99,67,29,10,2,1,0
S01013396,255,28,97,68,49,11,2,0,0
S01013397,376,109,139,66,44,11,7,0,0
S01013398,183,15,43,30,62,25,8,0,0
S01013399,399,79,125,108,66,15,4,1,1
S01013400,314,117,107,62,21,6,1,0,0
S01013401,324,63,127,64,58,10,1,0,1
S01013402,429,102,143,85,82,16,1,0,0
S01013403,332,65,98,77,68,20,3,1,0
S01013404,211,37,60,49,45,11,7,2,0
S01013405,329,120,129,47,24,6,3,0,0
S01013406,270,72,104,53,33,7,1,0,0
S01013407,259,97,91,40,23,5,3,0,0
S01013408,302,102,101,57,31,7,4,0,0
S01013409,428,104,156,74,66,18,10,0,0
S01013410,290,83,103,47,32,21,4,0,0
