,All households,+2 or more,1,0	,-1,-2 or less
S01010673,419,220,98,78,18,5
S01010674,419,231,91,69,23,5
S01010675,273,185,56,27,4,1
S01010676,392,229,85,57,17,4
S01010677,224,150,40,20,13,1
S01010678,273,175,60,27,10,1
S01010679,282,127,71,68,16,0
S01010680,315,129,83,78,23,2
S01010681,461,172,147,101,33,8
S01010682,398,284,66,40,6,2
S01010683,423,290,76,44,10,3
S01010684,361,262,63,31,5,0
S01010685,294,202,50,31,8,3
S01010686,309,210,51,36,10,2
S01010687,379,255,72,42,7,3
S01010688,335,221,70,31,11,2
S01010689,378,267,61,41,3,6
S01010690,330,164,64,79,15,8
S01010691,325,222,62,24,12,5
S01010692,307,127,91,69,18,2
S01010693,216,148,44,18,4,2
S01010694,270,195,52,17,4,2
S01010695,304,220,49,26,8,1
S01010696,402,218,98,71,14,1
S01010697,458,333,66,41,11,7
S01010698,338,215,75,37,9,2
S01010699,250,161,48,28,12,1
S01010700,258,182,48,22,4,2
S01010701,432,230,124,60,15,3
S01010702,417,323,67,16,9,2
S01010703,341,259,52,23,5,2
S01010704,300,135,84,61,16,4
S01010705,463,260,107,80,11,5
S01010706,293,111,96,66,15,5
S01010707,265,201,41,19,3,1
S01010708,252,129,77,39,3,4
S01010709,299,172,72,45,8,2
S01010710,316,126,87,70,24,9
S01010711,319,237,44,30,6,2
S01010712,269,124,69,64,10,2
S01010713,322,148,82,75,13,4
S01010714,380,81,128,139,23,9
S01010715,340,138,104,81,14,3
S01010716,444,131,129,124,51,9
S01010717,272,194,54,23,1,0
S01010718,393,217,78,73,18,7
S01010719,282,140,93,37,8,4
S01010720,336,227,50,51,6,2
S01010721,296,201,66,20,8,1
S01010722,394,196,89,84,21,4
S01010723,329,248,41,31,9,0
S01010724,354,225,75,43,10,1
S01010725,287,232,34,14,7,0
S01010726,415,289,72,47,6,1
S01010727,243,189,23,22,7,2
S01010728,204,163,29,9,2,1
S01010729,269,193,46,26,2,2
S01010730,343,268,50,20,3,2
S01010731,399,219,97,63,15,5
S01010732,334,137,88,71,22,16
S01010733,246,72,91,57,20,6
S01010734,362,137,113,81,23,8
S01010735,244,115,66,44,16,3
S01010736,218,137,58,22,1,0
S01010737,487,206,163,97,17,4
S01010738,235,101,75,46,10,3
S01010739,388,149,132,88,16,3
S01010740,260,58,66,112,18,6
S01010741,249,148,64,32,5,0
S01010742,308,126,82,74,22,4
S01010743,273,107,69,71,23,3
S01010744,459,223,136,78,17,5
S01010745,327,134,80,71,32,10
S01010746,441,290,88,58,5,0
S01010747,357,163,113,66,8,7
S01010748,280,183,63,24,9,1
S01010749,261,164,69,23,4,1
S01010750,287,221,41,21,2,2
S01010751,333,169,91,50,20,3
S01010752,332,133,102,77,13,7
S01010753,434,184,116,115,17,2
S01010754,357,156,96,63,39,3
S01010755,298,127,93,66,12,0
S01010756,286,179,62,35,8,2
S01010757,365,266,60,31,5,3
S01010758,305,204,56,37,6,2
S01010759,279,106,86,75,9,3
S01010760,306,180,75,43,6,2
S01010761,222,148,53,11,6,4
S01010762,263,174,55,24,9,1
S01010763,316,175,78,50,10,3
S01010764,289,191,64,25,7,2
S01010765,471,293,92,72,11,3
S01010766,359,195,67,83,10,4
S01010767,347,163,110,59,14,1
S01010768,284,134,80,58,10,2
S01010769,217,172,31,13,1,0
S01010770,385,193,84,98,8,2
S01010771,445,256,104,68,13,4
S01010772,376,224,83,53,12,4
S01010773,336,207,74,43,11,1
S01010774,325,169,85,60,7,4
S01010775,266,172,59,30,4,1
S01010776,266,115,72,66,9,4
S01010777,270,87,84,78,19,2
S01010778,239,68,88,66,13,4
S01010779,355,117,116,97,20,5
S01010780,261,131,74,46,9,1
S01010781,350,191,93,53,13,0
S01010782,293,128,84,50,29,2
S01010783,275,86,92,83,10,4
S01010784,345,96,117,102,25,5
S01010785,301,202,63,28,6,2
S01010786,255,157,68,25,4,1
S01010787,384,240,86,40,13,5
S01010788,274,168,58,33,11,4
S01010789,292,165,63,56,7,1
S01010790,282,188,59,31,4,0
S01010791,369,241,90,26,10,2
S01010792,287,97,91,79,17,3
S01010793,275,195,51,28,1,0
S01010794,234,159,47,23,5,0
S01010795,445,258,107,68,11,1
S01010796,341,252,62,22,2,3
S01010797,329,236,65,23,4,1
S01010798,293,220,43,23,2,5
S01010799,530,199,164,132,31,4
S01010800,360,116,165,70,8,1
S01010801,354,133,114,97,7,3
S01010802,263,154,63,37,7,2
S01010803,280,123,75,64,15,3
S01010804,283,183,60,34,5,1
S01010805,377,250,76,35,12,4
S01010806,458,153,127,138,25,15
S01010807,244,163,52,19,8,2
S01010808,230,152,59,14,2,3
S01010809,328,211,70,41,4,2
S01010810,249,161,50,29,7,2
S01010811,414,275,85,45,6,3
S01010812,238,134,57,34,9,4
S01010813,249,102,43,73,28,3
S01010814,307,189,76,33,7,2
S01010815,208,128,48,22,10,0
S01010816,293,173,47,53,14,6
S01010817,376,278,59,28,10,1
S01010818,507,249,95,123,35,5
S01010819,374,148,120,79,22,5
S01010820,217,167,24,19,6,1
S01010821,245,200,27,13,4,1
S01010822,280,176,62,28,10,4
S01010823,147,57,46,32,10,2
S01010824,250,166,52,23,8,1
S01010825,125,93,23,8,1,0
S01010826,315,179,80,38,14,4
S01010827,221,124,66,22,8,1
S01010828,441,331,71,29,6,4
S01010829,464,176,156,99,32,1
S01010830,231,94,69,46,15,7
S01010831,197,139,33,20,4,1
S01010832,284,82,99,79,18,6
S01010833,348,222,72,46,6,2
S01010834,422,231,123,51,14,3
S01010835,270,206,47,13,4,0
S01010836,384,175,116,77,13,3
S01010837,289,123,94,56,13,3
S01010838,330,94,116,90,26,4
S01010839,339,112,127,73,20,7
S01010840,300,63,115,89,25,8
S01010841,390,63,175,125,22,5
S01010842,613,37,202,278,84,12
S01010843,407,37,111,178,69,12
S01010844,289,175,71,35,7,1
S01010845,259,96,95,50,17,1
S01010846,296,75,105,82,29,5
S01010847,259,103,79,59,15,3
S01010848,260,64,85,67,35,9
S01010849,364,128,101,92,31,12
S01010850,373,68,152,100,39,14
S01010851,347,74,129,98,32,14
S01010852,306,75,135,65,27,4
S01010853,358,103,120,93,34,8
S01010854,384,73,141,118,35,17
S01010855,223,56,74,65,24,4
S01010856,455,75,192,122,50,16
S01010857,324,75,123,89,30,7
S01010858,330,60,139,81,41,9
S01010859,304,70,93,106,29,6
S01010860,279,73,89,88,24,5
S01010861,332,46,128,118,31,9
S01010862,266,19,68,133,35,11
S01010863,317,188,65,40,19,5
S01010864,250,142,62,35,7,4
S01010865,345,188,89,63,4,1
S01010866,312,173,56,56,19,8
S01010867,285,166,60,39,16,4
S01010868,306,146,92,49,14,5
S01010869,290,213,54,16,6,1
S01010870,407,90,177,115,17,8
S01010871,408,102,151,112,33,10
S01010872,403,69,141,147,32,14
S01010873,400,25,104,214,43,14
S01010874,307,136,97,47,24,3
S01010875,257,50,90,84,27,6
S01010876,393,50,148,145,35,15
S01010877,467,136,105,175,41,10
S01010878,512,84,236,122,61,9
S01010879,387,109,134,107,30,7
S01010880,268,47,107,79,28,7
S01010881,285,80,138,46,19,2
S01010882,203,76,55,52,16,4
S01010883,336,136,99,78,17,6
S01010884,408,77,113,145,57,16
S01010885,541,35,113,272,92,29
S01010886,250,44,93,89,17,7
S01010887,458,44,181,173,40,20
S01010888,437,71,115,185,50,16
S01010889,344,25,98,155,53,13
S01010890,507,45,189,213,43,17
S01010891,280,14,99,120,32,15
S01010892,531,54,153,247,61,16
S01010893,327,41,77,158,36,15
S01010894,312,31,142,103,30,6
S01010895,256,41,70,117,21,7
S01010896,339,38,118,130,37,16
S01010897,380,41,136,142,51,10
S01010898,253,78,74,69,23,9
S01010899,221,56,65,76,19,5
S01010900,298,40,103,96,41,18
S01010901,205,23,72,80,23,7
S01010902,453,126,157,114,42,14
S01010903,427,68,131,155,54,19
S01010904,271,40,76,106,39,10
S01010905,290,61,90,97,32,10
S01010906,383,72,129,133,42,7
S01010907,199,143,38,10,7,1
S01010908,274,75,84,79,26,10
S01010909,284,110,85,65,23,1
S01010910,273,23,109,98,31,12
S01010911,360,37,129,140,38,16
S01010912,392,46,96,178,45,27
S01010913,293,86,94,92,17,4
S01010914,255,106,73,55,20,1
S01010915,271,108,78,62,17,6
S01010916,333,37,93,132,41,30
S01010917,369,93,135,101,28,12
S01010918,334,90,88,131,18,7
S01010919,335,96,119,84,29,7
S01010920,254,56,87,79,27,5
S01010921,257,76,84,61,28,8
S01010922,346,114,82,113,26,11
S01010923,398,80,136,135,31,16
S01010924,260,83,72,78,20,7
S01010925,386,80,117,140,40,9
S01010926,352,119,95,98,28,12
S01010927,251,50,99,68,26,8
S01010928,311,74,115,92,24,6
S01010929,271,49,88,94,36,4
S01010930,357,252,68,33,2,2
S01010931,203,125,45,28,5,0
S01010932,277,70,83,92,25,7
S01010933,276,208,38,21,6,3
S01010934,424,250,91,63,19,1
S01010935,323,174,65,67,12,5
S01010936,404,90,110,145,49,10
S01010937,323,154,96,63,8,2
S01010938,369,81,153,96,28,11
S01010939,199,111,50,29,7,2
S01010940,268,200,44,21,3,0
S01010941,323,240,49,25,6,3
S01010942,268,213,39,13,3,0
S01010943,244,76,94,57,14,3
S01010944,295,77,110,82,23,3
S01010945,222,99,59,52,10,2
S01010946,344,103,122,87,27,5
S01010947,242,81,77,61,19,4
S01010948,288,106,87,77,16,2
S01010949,344,236,74,30,3,1
S01010950,380,158,121,75,20,6
S01010951,258,107,79,63,6,3
S01010952,199,85,63,39,8,4
S01010953,225,83,77,51,12,2
S01010954,206,94,70,26,14,2
S01010955,345,212,70,47,11,5
S01010956,304,182,61,42,16,3
S01010957,231,152,53,21,5,0
S01010958,224,104,71,38,10,1
S01010959,290,88,79,91,26,6
S01010960,441,218,106,83,29,5
S01010961,246,67,105,42,21,11
S01010962,314,96,117,66,27,8
S01010963,395,156,124,92,15,8
S01010964,216,106,60,43,6,1
S01010965,230,54,87,66,18,5
S01010966,309,103,113,69,19,5
S01010967,309,52,110,101,36,10
S01010968,316,155,89,57,12,3
S01010969,264,149,56,30,26,3
S01010970,428,156,124,110,30,8
S01010971,401,244,78,58,19,2
S01010972,333,98,94,114,23,4
S01010973,205,109,55,31,8,2
S01010974,298,96,106,70,21,5
S01010975,195,46,67,54,25,3
S01010976,211,53,76,63,15,4
S01010977,312,112,111,66,18,5
S01010978,354,77,110,129,29,9
S01010979,324,120,104,71,24,5
S01010980,348,119,95,110,18,6
S01010981,330,104,113,84,16,13
S01010982,447,285,83,57,17,5
S01010983,388,143,136,83,20,6
S01010984,300,190,70,28,11,1
S01010985,244,117,62,45,14,6
S01010986,179,114,40,19,2,4
S01010987,219,163,48,7,1,0
S01010988,205,151,35,16,3,0
S01010989,357,213,89,43,9,3
S01010990,319,119,118,66,15,1
S01010991,198,112,52,26,6,2
S01010992,184,150,18,10,5,1
S01010993,252,135,73,36,8,0
S01010994,390,273,83,25,8,1
S01010995,290,172,77,37,2,2
S01010996,235,154,61,19,1,0
S01010997,290,229,46,10,5,0
S01010998,216,178,24,11,3,0
S01010999,412,231,90,58,24,9
S01011000,345,156,103,64,19,3
S01011001,273,97,88,61,21,6
S01011002,314,99,116,66,31,2
S01011003,280,80,112,64,19,5
S01011004,249,128,70,41,8,2
S01011005,337,70,145,96,18,8
S01011006,422,132,155,99,19,17
S01011007,280,77,103,71,23,6
S01011008,332,102,145,56,23,6
S01011009,222,40,89,66,19,8
S01011010,335,46,114,143,23,9
S01011011,435,51,155,192,22,15
S01011012,313,61,121,83,34,14
S01011013,375,82,184,78,25,6
S01011014,364,112,142,77,20,13
S01011015,200,59,64,61,12,4
S01011016,311,196,58,43,12,2
S01011017,352,243,71,31,4,3
S01011018,366,140,119,83,20,4
S01011019,408,233,69,89,14,3
S01011020,202,130,38,21,9,4
S01011021,351,149,105,61,27,9
S01011022,233,85,73,57,14,4
S01011023,350,142,113,71,20,4
S01011024,302,97,86,79,29,11
S01011025,276,44,114,74,32,12
S01011026,235,46,89,71,20,9
S01011027,418,98,132,148,26,14
S01011028,425,76,166,142,31,10
S01011029,264,80,92,73,17,2
S01011030,369,156,113,73,23,4
S01011031,320,64,136,96,20,4
S01011032,353,86,157,83,21,6
S01011033,275,74,121,68,8,4
S01011034,331,77,94,138,14,8
S01011035,252,66,86,70,23,7
S01011036,285,106,107,51,19,2
S01011037,409,101,156,116,29,7
S01011038,337,89,103,108,31,6
S01011039,392,100,113,154,21,4
S01011040,285,74,97,80,32,2
S01011041,292,88,82,93,22,7
S01011042,333,179,88,50,14,2
S01011043,310,87,104,86,22,11
S01011044,307,82,107,88,25,5
S01011045,369,243,69,48,6,3
S01011046,362,241,71,38,9,3
S01011047,396,267,76,46,7,0
S01011048,440,204,112,104,15,5
S01011049,322,160,101,49,10,2
S01011050,323,226,63,26,7,1
S01011051,428,239,87,82,16,4
S01011052,366,177,86,74,25,4
S01011053,295,104,86,82,15,8
S01011054,244,148,49,37,7,3
S01011055,228,131,64,28,5,0
S01011056,271,211,27,26,5,2
S01011057,238,131,60,32,9,6
S01011058,251,190,40,18,3,0
S01011059,248,172,41,28,7,0
S01011060,402,224,84,82,10,2
S01011061,404,113,135,122,27,7
S01011062,423,202,114,78,21,8
S01011063,472,184,131,125,23,9
S01011064,480,238,128,98,13,3
S01011065,289,174,59,45,7,4
S01011066,231,146,46,27,11,1
S01011067,284,141,78,56,7,2
S01011068,238,140,49,33,15,1
S01011069,251,135,51,52,13,0
S01011070,274,168,58,39,9,0
S01011071,357,242,59,47,6,3
S01011072,407,263,76,53,11,4
S01011073,286,184,62,31,7,2
S01011074,280,170,65,37,7,1
S01011075,322,93,133,77,17,2
S01011076,348,156,96,79,13,4
S01011077,337,89,78,137,26,7
S01011078,466,314,80,57,12,3
S01011079,488,270,114,76,18,10
S01011080,461,233,115,84,19,10
S01011081,352,158,98,75,18,3
S01011082,269,63,72,115,17,2
S01011083,347,190,72,69,8,8
S01011084,330,232,52,33,12,1
S01011085,383,264,61,49,9,0
S01011086,273,190,44,28,7,4
S01011087,262,93,96,62,11,0
S01011088,453,255,104,80,10,4
S01011089,310,118,97,80,14,1
S01011090,304,235,41,22,4,2
S01011091,260,210,33,11,6,0
S01011092,181,35,49,85,10,2
S01011093,239,194,24,18,0,3
S01011094,196,156,26,14,0,0
S01011095,318,248,46,13,10,1
S01011096,223,138,46,27,11,1
S01011097,284,217,34,28,4,1
S01011098,346,158,89,84,13,2
S01011099,358,107,97,115,35,4
S01011100,210,103,66,31,8,2
S01011101,247,63,75,84,19,6
S01011102,330,46,150,105,24,5
S01011103,312,65,74,140,28,5
S01011104,294,143,58,76,9,8
S01011105,405,91,161,113,34,6
S01011106,352,153,83,94,18,4
S01011107,324,140,68,95,19,2
S01011108,216,70,62,67,12,5
S01011109,389,158,137,74,15,5
S01011110,314,81,101,113,13,6
S01011111,407,124,130,114,35,4
S01011112,328,208,74,30,15,1
S01011113,446,172,157,87,26,4
S01011114,296,182,76,27,5,6
S01011115,411,88,145,139,28,11
S01011116,269,149,79,36,5,0
S01011117,359,195,78,64,19,3
S01011118,399,265,62,61,8,3
S01011119,422,269,76,57,13,7
S01011120,293,260,23,8,2,0
S01011121,313,58,45,159,43,8
S01011122,302,123,91,69,14,5
S01011123,490,167,191,104,23,5
S01011124,277,104,111,51,7,4
S01011125,220,29,66,99,21,5
S01011126,184,90,42,46,6,0
S01011127,153,116,25,8,4,0
S01011128,341,117,99,107,13,5
S01011129,356,282,55,18,1,0
S01011130,296,94,82,101,17,2
S01011131,318,144,87,62,23,2
S01011132,374,238,95,28,13,0
S01011133,190,116,50,19,2,3
S01011134,401,169,132,86,11,3
S01011135,337,82,119,107,27,2
S01011136,284,139,85,48,9,3
S01011137,186,93,43,43,4,3
S01011138,254,77,90,70,14,3
S01011139,281,159,57,52,10,3
S01011140,232,55,74,89,12,2
S01011141,230,64,64,89,11,2
S01011142,334,241,52,31,10,0
S01011143,398,274,78,39,7,0
S01011144,303,181,73,37,11,1
S01011145,267,194,45,21,5,2
S01011146,306,165,72,57,9,3
S01011147,450,245,111,76,18,0
S01011148,329,215,72,30,9,3
S01011149,265,162,53,30,15,5
S01011150,175,119,34,18,3,1
S01011151,218,132,43,27,12,4
S01011152,341,200,75,49,15,2
S01011153,455,179,134,113,26,3
S01011154,348,97,79,134,30,8
S01011155,348,108,108,97,31,4
S01011156,249,152,72,22,2,1
S01011157,284,174,85,24,1,0
S01011158,233,196,24,12,1,0
S01011159,300,107,110,65,16,2
S01011160,393,169,100,98,22,4
S01011161,269,107,90,60,11,1
S01011162,187,106,32,41,6,2
S01011163,352,98,113,114,14,13
S01011164,282,154,77,43,6,2
S01011165,356,71,150,99,25,11
S01011166,229,157,51,18,3,0
S01011167,279,225,28,19,7,0
S01011168,355,261,60,27,5,2
S01011169,346,207,77,48,10,4
S01011170,400,263,78,43,13,3
S01011171,409,274,61,55,18,1
S01011172,339,208,65,46,19,1
S01011173,224,151,33,32,6,2
S01011174,219,157,27,20,9,6
S01011175,259,95,86,62,14,2
S01011176,274,197,50,20,7,0
S01011177,402,221,93,67,16,5
S01011178,206,112,55,23,13,3
S01011179,272,78,99,68,24,3
S01011180,301,71,89,108,21,12
S01011181,198,136,34,18,10,0
S01011182,166,117,39,7,3,0
S01011183,226,132,57,24,8,5
S01011184,307,252,36,14,4,1
S01011185,296,159,87,39,11,0
S01011186,456,157,141,111,41,6
S01011187,287,173,67,40,6,1
S01011188,442,173,116,129,19,5
S01011189,356,150,109,71,21,5
S01011190,288,82,98,79,27,2
S01011191,241,68,101,46,20,6
S01011192,290,100,105,70,11,4
S01011193,286,113,91,67,13,2
S01011194,302,105,97,74,23,3
S01011195,318,151,82,68,16,1
S01011196,409,126,112,113,50,8
S01011197,348,129,101,94,14,10
S01011198,241,95,67,55,23,1
S01011199,342,112,111,88,28,3
S01011200,356,119,106,101,20,10
S01011201,267,124,71,57,10,5
S01011202,390,118,130,100,33,9
S01011203,364,99,141,103,12,9
S01011204,235,155,54,23,2,1
S01011205,237,162,40,27,7,1
S01011206,264,128,80,39,13,4
S01011207,326,139,74,73,33,7
S01011208,345,170,96,64,12,3
S01011209,283,88,85,89,17,4
S01011210,272,198,23,40,6,5
S01011211,252,150,46,42,12,2
S01011212,213,56,73,53,29,2
S01011213,421,138,155,82,32,14
S01011214,349,123,121,76,22,7
S01011215,260,50,80,86,31,13
S01011216,240,55,83,77,21,4
S01011217,380,97,124,114,28,17
S01011218,282,78,91,79,27,7
S01011219,352,92,120,108,23,9
S01011220,425,118,162,109,22,14
S01011221,449,106,198,108,32,5
S01011222,312,73,129,82,26,2
S01011223,361,99,153,76,28,5
S01011224,350,88,116,118,18,10
S01011225,327,90,127,79,28,3
S01011226,455,223,120,86,18,8
S01011227,397,116,103,141,28,9
S01011228,450,100,145,154,44,7
S01011229,286,65,102,94,17,8
S01011230,500,62,245,150,37,6
S01011231,298,49,107,110,21,11
S01011232,513,91,178,171,63,10
S01011233,158,71,43,33,9,2
S01011234,456,143,163,120,22,8
S01011235,195,47,65,68,11,4
S01011236,284,68,96,84,28,8
S01011237,331,95,124,87,21,4
S01011238,334,61,128,100,34,11
S01011239,427,78,115,168,55,11
S01011240,481,49,141,214,64,13
S01011241,540,185,137,153,54,11
S01011242,383,121,159,78,23,2
S01011243,545,66,190,209,66,14
S01011244,409,46,138,176,41,8
S01011245,446,108,146,154,31,7
S01011246,439,173,129,116,21,0
S01011247,357,223,75,39,18,2
S01011248,317,178,92,36,10,1
S01011249,308,178,67,50,11,2
S01011250,446,109,170,125,34,8
S01011251,385,126,117,115,15,12
S01011252,344,83,106,117,30,8
S01011253,391,95,136,114,33,13
S01011254,359,195,111,38,9,6
S01011255,267,213,36,10,5,3
S01011256,169,101,41,24,3,0
S01011257,188,155,26,7,0,0
S01011258,229,137,49,30,12,1
S01011259,383,133,141,96,10,3
S01011260,336,197,74,53,9,3
S01011261,310,107,102,69,22,10
S01011262,223,89,75,42,14,3
S01011263,431,169,131,101,27,3
S01011264,259,90,72,73,18,6
S01011265,468,53,164,195,46,10
S01011266,383,169,112,76,19,7
S01011267,266,120,81,52,7,6
S01011268,186,90,39,40,9,8
S01011269,279,78,84,91,17,9
S01011270,349,87,103,121,31,7
S01011271,357,142,112,77,15,11
S01011272,380,88,158,106,19,9
S01011273,339,96,116,93,26,8
S01011274,395,134,131,99,21,10
S01011275,277,77,102,64,26,8
S01011276,405,143,144,87,20,11
S01011277,284,112,121,46,4,1
S01011278,230,74,96,52,5,3
S01011279,302,101,136,43,22,0
S01011280,231,167,39,20,4,1
S01011281,238,149,41,40,7,1
S01011282,341,169,87,73,12,0
S01011283,251,175,44,26,5,1
S01011284,192,163,19,7,3,0
S01011285,297,66,118,91,19,3
S01011286,298,78,108,75,26,11
S01011287,337,99,107,91,34,6
S01011288,318,107,85,101,18,7
S01011289,431,106,161,127,26,11
S01011290,503,135,186,137,36,9
S01011291,407,90,168,111,27,11
S01011292,332,61,128,105,32,6
S01011293,341,76,141,97,21,6
S01011294,487,101,139,192,40,15
S01011295,448,258,110,68,12,0
S01011296,280,102,77,81,17,3
S01011297,311,94,77,99,31,10
S01011298,230,90,64,54,20,2
S01011299,197,145,36,10,5,1
S01011300,423,95,164,129,30,5
S01011301,309,215,54,33,2,5
S01011302,522,71,220,185,39,7
S01011303,427,206,128,72,20,1
S01011304,282,78,102,78,21,3
S01011305,342,126,89,97,27,3
S01011306,282,100,109,60,10,3
S01011307,188,136,34,15,2,1
S01011308,186,125,39,17,2,3
S01011309,333,239,56,28,8,2
S01011310,341,155,88,75,19,4
S01011311,305,223,53,24,4,1
S01011312,493,387,72,29,3,2
S01011313,368,145,116,83,23,1
S01011314,487,270,118,83,14,2
S01011315,168,68,47,42,10,1
S01011316,311,104,99,75,27,6
S01011317,392,222,114,44,12,0
S01011318,520,206,157,127,26,4
S01011319,398,225,77,79,17,0
S01011320,303,76,81,123,21,2
S01011321,252,76,83,61,29,3
S01011322,251,112,81,43,12,3
S01011323,374,92,129,125,22,6
