Data zone code,Data zone name,Council area code,Council area name,Total population,Age0-4,Age75+
S01012502,"Lochside, Braehead and Whitletts - 03",S12000028,South Ayrshire,804,58,33
S01012503,"Lochside, Braehead and Whitletts - 04",S12000028,South Ayrshire,620,44,53
S01012504,"Lochside, Braehead and Whitletts - 05",S12000028,South Ayrshire,674,35,36
S01012505,"Lochside, Braehead and Whitletts - 06",S12000028,South Ayrshire,"1,024",49,89
S01012506,Newton North - 01,S12000028,South Ayrshire,472,21,65
S01012507,Newton North - 02,S12000028,South Ayrshire,880,30,99
S01012508,Newton North - 03,S12000028,South Ayrshire,803,34,49
S01012509,Newton North - 04,S12000028,South Ayrshire,522,10,69
S01012510,Newton North - 05,S12000028,South Ayrshire,944,45,82
S01012511,Newton North - 06,S12000028,South Ayrshire,545,19,71
S01012512,Heathfield - 01,S12000028,South Ayrshire,623,36,61
S01012513,Heathfield - 02,S12000028,South Ayrshire,544,16,50
S01012514,Heathfield - 03,S12000028,South Ayrshire,945,51,36
S01012515,Heathfield - 04,S12000028,South Ayrshire,581,17,69
S01012516,Heathfield - 05,S12000028,South Ayrshire,587,21,83
S01012517,Heathfield - 06,S12000028,South Ayrshire,"1,024",38,180
S01012518,Prestwick West - 01,S12000028,South Ayrshire,508,11,83
S01012519,Prestwick West - 02,S12000028,South Ayrshire,519,13,82
S01012520,Prestwick West - 03,S12000028,South Ayrshire,762,25,158
S01012521,Prestwick West - 04,S12000028,South Ayrshire,549,16,52
S01012522,Prestwick West - 05,S12000028,South Ayrshire,810,25,103
S01012523,Prestwick West - 06,S12000028,South Ayrshire,871,41,91
S01012524,Prestwick East - 01,S12000028,South Ayrshire,898,19,159
S01012525,Prestwick East - 02,S12000028,South Ayrshire,723,18,81
S01012526,Prestwick East - 03,S12000028,South Ayrshire,737,19,114
S01012527,Prestwick East - 04,S12000028,South Ayrshire,570,14,84
S01012528,Prestwick East - 05,S12000028,South Ayrshire,792,43,50
S01012529,Prestwick East - 06,S12000028,South Ayrshire,702,35,43
S01012530,Prestwick East - 07,S12000028,South Ayrshire,860,23,140
S01012531,Prestwick Airport and Monkton - 01,S12000028,South Ayrshire,968,48,80
S01012532,Prestwick Airport and Monkton - 02,S12000028,South Ayrshire,"1,057",49,91
S01012533,Prestwick Airport and Monkton - 03,S12000028,South Ayrshire,501,15,76
S01012534,Prestwick Airport and Monkton - 04,S12000028,South Ayrshire,666,25,150
S01012535,"Annbank, Mossblown and Tarbolton - the Coalfields - 01",S12000028,South Ayrshire,762,40,67
S01012536,"Annbank, Mossblown and Tarbolton - the Coalfields - 02",S12000028,South Ayrshire,676,34,65
S01012537,"Annbank, Mossblown and Tarbolton - the Coalfields - 03",S12000028,South Ayrshire,685,30,85
S01012538,"Annbank, Mossblown and Tarbolton - the Coalfields - 04",S12000028,South Ayrshire,"1,190",70,158
S01012539,"Annbank, Mossblown and Tarbolton - the Coalfields - 05",S12000028,South Ayrshire,690,34,73
S01012540,"Annbank, Mossblown and Tarbolton - the Coalfields - 06",S12000028,South Ayrshire,676,42,50
S01012541,"Annbank, Mossblown and Tarbolton - the Coalfields - 07",S12000028,South Ayrshire,"1,048",63,92
S01012542,"Dundonald, Loans and Symington - 01",S12000028,South Ayrshire,"1,299",71,131
S01012543,"Dundonald, Loans and Symington - 02",S12000028,South Ayrshire,746,33,67
S01012544,"Dundonald, Loans and Symington - 03",S12000028,South Ayrshire,887,30,169
S01012545,"Dundonald, Loans and Symington - 04",S12000028,South Ayrshire,450,18,38
S01012546,"Dundonald, Loans and Symington - 05",S12000028,South Ayrshire,777,44,47
S01012547,"Dundonald, Loans and Symington - 06",S12000028,South Ayrshire,689,24,116
S01012548,"Dundonald, Loans and Symington - 07",S12000028,South Ayrshire,"1,946",145,143
S01012549,Muirhead - 01,S12000028,South Ayrshire,531,24,57
S01012550,Muirhead - 02,S12000028,South Ayrshire,748,32,68
S01012551,Muirhead - 03,S12000028,South Ayrshire,723,34,86
S01012552,Muirhead - 04,S12000028,South Ayrshire,802,25,108
S01012553,Muirhead - 05,S12000028,South Ayrshire,879,49,45
S01012554,Muirhead - 06,S12000028,South Ayrshire,448,21,46
S01012555,Muirhead - 07,S12000028,South Ayrshire,506,13,38
S01012556,Muirhead - 08,S12000028,South Ayrshire,504,12,57
S01012557,Barassie - 01,S12000028,South Ayrshire,614,16,83
S01012558,Barassie - 02,S12000028,South Ayrshire,534,19,36
S01012559,Barassie - 03,S12000028,South Ayrshire,712,20,133
S01012560,Barassie - 04,S12000028,South Ayrshire,523,21,94
S01012561,Barassie - 05,S12000028,South Ayrshire,740,25,91
S01012562,Barassie - 06,S12000028,South Ayrshire,701,19,74
S01012563,Troon - 01,S12000028,South Ayrshire,766,23,138
S01012564,Troon - 02,S12000028,South Ayrshire,816,27,142
S01012565,Troon - 03,S12000028,South Ayrshire,750,13,153
S01012566,Troon - 04,S12000028,South Ayrshire,707,17,119
S01012567,Troon - 05,S12000028,South Ayrshire,982,34,118
S01012568,Troon - 06,S12000028,South Ayrshire,564,15,98
S01012569,Troon - 07,S12000028,South Ayrshire,827,17,192
S01012570,Clydesdale South - 01,S12000029,South Lanarkshire,380,10,35
S01012571,Clydesdale South - 02,S12000029,South Lanarkshire,687,18,47
S01012572,Clydesdale South - 03,S12000029,South Lanarkshire,508,28,46
S01012573,Clydesdale South - 04,S12000029,South Lanarkshire,866,24,51
S01012574,"Biggar, Symington, Thankerton and Dolphinton - 01",S12000029,South Lanarkshire,905,32,106
S01012575,"Biggar, Symington, Thankerton and Dolphinton - 02",S12000029,South Lanarkshire,630,18,51
S01012576,"Biggar, Symington, Thankerton and Dolphinton - 03",S12000029,South Lanarkshire,733,20,112
S01012577,"Biggar, Symington, Thankerton and Dolphinton - 04",S12000029,South Lanarkshire,"1,192",60,109
S01012578,"Biggar, Symington, Thankerton and Dolphinton - 05",S12000029,South Lanarkshire,948,25,182
S01012579,"Biggar, Symington, Thankerton and Dolphinton - 06",S12000029,South Lanarkshire,734,31,52
S01012580,"Biggar, Symington, Thankerton and Dolphinton - 07",S12000029,South Lanarkshire,732,30,59
S01012581,"Carstairs, Carstairs Junction and Carnwath - 01",S12000029,South Lanarkshire,645,29,35
S01012582,"Carstairs, Carstairs Junction and Carnwath - 02",S12000029,South Lanarkshire,"1,025",66,68
S01012583,"Carstairs, Carstairs Junction and Carnwath - 03",S12000029,South Lanarkshire,644,30,48
S01012584,"Carstairs, Carstairs Junction and Carnwath - 04",S12000029,South Lanarkshire,705,36,74
S01012585,"Carstairs, Carstairs Junction and Carnwath - 05",S12000029,South Lanarkshire,789,34,59
S01012586,"Carstairs, Carstairs Junction and Carnwath - 06",S12000029,South Lanarkshire,"1,042",24,50
S01012587,"Forth, Braehead and Auchengray - 01",S12000029,South Lanarkshire,866,26,51
S01012588,"Forth, Braehead and Auchengray - 02",S12000029,South Lanarkshire,583,18,46
S01012589,"Forth, Braehead and Auchengray - 03",S12000029,South Lanarkshire,652,40,46
S01012590,"Forth, Braehead and Auchengray - 04",S12000029,South Lanarkshire,765,50,81
S01012591,"Forth, Braehead and Auchengray - 05",S12000029,South Lanarkshire,738,34,116
S01012592,Law - 01,S12000029,South Lanarkshire,733,35,42
S01012593,Law - 02,S12000029,South Lanarkshire,789,22,58
S01012594,Law - 03,S12000029,South Lanarkshire,402,8,42
S01012595,Law - 04,S12000029,South Lanarkshire,595,23,57
S01012596,Law - 05,S12000029,South Lanarkshire,700,39,47
S01012597,Law - 06,S12000029,South Lanarkshire,484,19,25
S01012598,Carluke West - 01,S12000029,South Lanarkshire,664,23,81
S01012599,Carluke West - 02,S12000029,South Lanarkshire,637,28,68
S01012600,Carluke West - 03,S12000029,South Lanarkshire,640,13,46
S01012601,Carluke West - 04,S12000029,South Lanarkshire,844,27,56
S01012602,Carluke North - 01,S12000029,South Lanarkshire,646,26,90
S01012603,Carluke North - 02,S12000029,South Lanarkshire,608,16,71
S01012604,Carluke North - 03,S12000029,South Lanarkshire,686,48,46
S01012605,Carluke North - 04,S12000029,South Lanarkshire,523,25,57
S01012606,Carluke East - 01,S12000029,South Lanarkshire,840,57,14
S01012607,Carluke East - 02,S12000029,South Lanarkshire,675,26,55
S01012608,Carluke East - 03,S12000029,South Lanarkshire,752,31,64
S01012609,Carluke East - 04,S12000029,South Lanarkshire,792,36,65
S01012610,Carluke East - 05,S12000029,South Lanarkshire,962,56,56
S01012611,Carluke South - 01,S12000029,South Lanarkshire,"1,115",96,90
S01012612,Carluke South - 02,S12000029,South Lanarkshire,626,27,75
S01012613,Carluke South - 03,S12000029,South Lanarkshire,659,29,39
S01012614,Carluke South - 04,S12000029,South Lanarkshire,"1,002",38,145
S01012615,"Crossford, Braidwood and Yieldshields - 01",S12000029,South Lanarkshire,704,28,83
S01012616,"Crossford, Braidwood and Yieldshields - 02",S12000029,South Lanarkshire,970,47,107
S01012617,"Crossford, Braidwood and Yieldshields - 03",S12000029,South Lanarkshire,792,63,47
S01012618,"Crossford, Braidwood and Yieldshields - 04",S12000029,South Lanarkshire,510,31,35
S01012619,Lanark North West - 01,S12000029,South Lanarkshire,575,17,96
S01012620,Lanark North West - 02,S12000029,South Lanarkshire,681,20,111
S01012621,Lanark North West - 03,S12000029,South Lanarkshire,560,15,85
S01012622,Lanark North West - 04,S12000029,South Lanarkshire,781,40,70
S01012623,Lanark North East - 01,S12000029,South Lanarkshire,568,18,59
S01012624,Lanark North East - 02,S12000029,South Lanarkshire,607,29,62
S01012625,Lanark North East - 03,S12000029,South Lanarkshire,496,30,34
S01012626,Lanark North East - 04,S12000029,South Lanarkshire,467,15,52
S01012627,Lanark South - 01,S12000029,South Lanarkshire,510,29,36
S01012628,Lanark South - 02,S12000029,South Lanarkshire,"1,224",57,160
S01012629,Lanark South - 03,S12000029,South Lanarkshire,485,14,60
S01012630,Lanark South - 04,S12000029,South Lanarkshire,814,20,154
S01012631,Lanark South - 05,S12000029,South Lanarkshire,821,22,42
S01012632,Hazelbank and Kirkfieldbank - 01,S12000029,South Lanarkshire,774,29,56
S01012633,Hazelbank and Kirkfieldbank - 02,S12000029,South Lanarkshire,725,28,67
S01012634,Hazelbank and Kirkfieldbank - 03,S12000029,South Lanarkshire,628,21,73
S01012635,Hazelbank and Kirkfieldbank - 04,S12000029,South Lanarkshire,"1,180",35,100
S01012636,Hazelbank and Kirkfieldbank - 05,S12000029,South Lanarkshire,694,40,43
S01012637,"Douglas, Coalburn and Rigside - 01",S12000029,South Lanarkshire,714,51,53
S01012638,"Douglas, Coalburn and Rigside - 02",S12000029,South Lanarkshire,825,20,97
S01012639,"Douglas, Coalburn and Rigside - 03",S12000029,South Lanarkshire,813,35,68
S01012640,"Douglas, Coalburn and Rigside - 04",S12000029,South Lanarkshire,770,47,69
S01012641,"Douglas, Coalburn and Rigside - 05",S12000029,South Lanarkshire,"1,147",54,317
S01012642,Lesmahagow - 01,S12000029,South Lanarkshire,813,53,54
S01012643,Lesmahagow - 02,S12000029,South Lanarkshire,452,19,34
S01012644,Lesmahagow - 03,S12000029,South Lanarkshire,652,35,49
S01012645,Lesmahagow - 04,S12000029,South Lanarkshire,823,22,104
S01012646,Lesmahagow - 05,S12000029,South Lanarkshire,994,40,83
S01012647,Kirkmuirhill and Blackwood - 01,S12000029,South Lanarkshire,924,42,13
S01012648,Kirkmuirhill and Blackwood - 02,S12000029,South Lanarkshire,523,26,46
S01012649,Kirkmuirhill and Blackwood - 03,S12000029,South Lanarkshire,572,38,59
S01012650,Kirkmuirhill and Blackwood - 04,S12000029,South Lanarkshire,653,25,66
S01012651,Kirkmuirhill and Blackwood - 05,S12000029,South Lanarkshire,610,26,66
S01012652,Kirkmuirhill and Blackwood - 06,S12000029,South Lanarkshire,994,38,101
S01012653,Ashgill and Netherburn - 01,S12000029,South Lanarkshire,946,60,35
S01012654,Ashgill and Netherburn - 02,S12000029,South Lanarkshire,"1,135",90,64
S01012655,Ashgill and Netherburn - 03,S12000029,South Lanarkshire,"1,121",64,132
S01012656,Merryton and Meadowhill - 01,S12000029,South Lanarkshire,748,27,89
S01012657,Merryton and Meadowhill - 02,S12000029,South Lanarkshire,528,27,61
S01012658,Merryton and Meadowhill - 03,S12000029,South Lanarkshire,885,22,114
S01012659,Merryton and Meadowhill - 04,S12000029,South Lanarkshire,"1,032",50,43
S01012660,"Larkhall Central, Raploch, Millheugh and Burnhead - 01",S12000029,South Lanarkshire,699,36,75
S01012661,"Larkhall Central, Raploch, Millheugh and Burnhead - 02",S12000029,South Lanarkshire,853,36,76
S01012662,"Larkhall Central, Raploch, Millheugh and Burnhead - 03",S12000029,South Lanarkshire,718,28,72
S01012663,"Larkhall Central, Raploch, Millheugh and Burnhead - 04",S12000029,South Lanarkshire,651,20,92
S01012664,"Larkhall Central, Raploch, Millheugh and Burnhead - 05",S12000029,South Lanarkshire,996,50,121
S01012665,Hareleeshill - 01,S12000029,South Lanarkshire,858,54,69
S01012666,Hareleeshill - 02,S12000029,South Lanarkshire,590,30,64
S01012667,Hareleeshill - 03,S12000029,South Lanarkshire,564,28,59
S01012668,Hareleeshill - 04,S12000029,South Lanarkshire,743,44,58
S01012669,Hareleeshill - 05,S12000029,South Lanarkshire,628,29,95
S01012670,Hareleeshill - 06,S12000029,South Lanarkshire,609,21,96
S01012671,Strutherhill - 01,S12000029,South Lanarkshire,848,53,59
S01012672,Strutherhill - 02,S12000029,South Lanarkshire,813,39,67
S01012673,Strutherhill - 03,S12000029,South Lanarkshire,606,40,32
S01012674,Strutherhill - 04,S12000029,South Lanarkshire,589,43,35
S01012675,Strutherhill - 05,S12000029,South Lanarkshire,688,42,51
S01012676,Stonehouse - 01,S12000029,South Lanarkshire,777,31,43
S01012677,Stonehouse - 02,S12000029,South Lanarkshire,638,41,44
S01012678,Stonehouse - 03,S12000029,South Lanarkshire,717,46,44
S01012679,Stonehouse - 04,S12000029,South Lanarkshire,712,21,81
S01012680,Stonehouse - 05,S12000029,South Lanarkshire,548,33,40
S01012681,Stonehouse - 06,S12000029,South Lanarkshire,936,53,63
S01012682,Stonehouse - 07,S12000029,South Lanarkshire,737,22,151
S01012683,Stonehouse - 08,S12000029,South Lanarkshire,699,31,32
S01012684,Strathaven South - 01,S12000029,South Lanarkshire,517,26,41
S01012685,Strathaven South - 02,S12000029,South Lanarkshire,715,46,46
S01012686,Strathaven South - 03,S12000029,South Lanarkshire,"1,005",45,101
S01012687,Strathaven South - 04,S12000029,South Lanarkshire,566,28,130
S01012688,Strathaven South - 05,S12000029,South Lanarkshire,792,16,105
S01012689,Strathaven South - 06,S12000029,South Lanarkshire,521,18,42
S01012690,Strathaven South - 07,S12000029,South Lanarkshire,506,18,44
S01012691,Strathaven North - 01,S12000029,South Lanarkshire,711,28,64
S01012692,Strathaven North - 02,S12000029,South Lanarkshire,723,29,82
S01012693,Strathaven North - 03,S12000029,South Lanarkshire,"1,062",61,52
S01012694,Strathaven North - 04,S12000029,South Lanarkshire,434,12,50
S01012695,"Chapelton, Glengavel and Sandford - 01",S12000029,South Lanarkshire,874,26,93
S01012696,"Chapelton, Glengavel and Sandford - 02",S12000029,South Lanarkshire,"1,142",54,57
S01012697,"Chapelton, Glengavel and Sandford - 03",S12000029,South Lanarkshire,"1,162",122,49
S01012698,"Chapelton, Glengavel and Sandford - 04",S12000029,South Lanarkshire,778,46,87
S01012699,"Glassford, Quarter and Allanton - 01",S12000029,South Lanarkshire,"1,351",79,75
S01012700,"Glassford, Quarter and Allanton - 02",S12000029,South Lanarkshire,810,34,98
S01012701,"Glassford, Quarter and Allanton - 03",S12000029,South Lanarkshire,"1,385",148,77
S01012702,"Glassford, Quarter and Allanton - 04",S12000029,South Lanarkshire,"1,061",73,57
S01012703,Eddlewood - 01,S12000029,South Lanarkshire,565,19,15
S01012704,Eddlewood - 02,S12000029,South Lanarkshire,752,43,49
S01012705,Eddlewood - 03,S12000029,South Lanarkshire,753,31,87
S01012706,Eddlewood - 04,S12000029,South Lanarkshire,613,28,39
S01012707,Eddlewood - 05,S12000029,South Lanarkshire,805,25,65
S01012708,Low Waters - 01,S12000029,South Lanarkshire,676,36,56
S01012709,Low Waters - 02,S12000029,South Lanarkshire,492,25,74
S01012710,Low Waters - 03,S12000029,South Lanarkshire,680,24,80
S01012711,Low Waters - 04,S12000029,South Lanarkshire,860,37,118
S01012712,Silvertonhill - 01,S12000029,South Lanarkshire,784,30,95
S01012713,Silvertonhill - 02,S12000029,South Lanarkshire,713,24,92
S01012714,Silvertonhill - 03,S12000029,South Lanarkshire,567,12,102
S01012715,Silvertonhill - 04,S12000029,South Lanarkshire,700,25,83
S01012716,Hamilton Centre and Low Parks - 01,S12000029,South Lanarkshire,814,21,175
S01012717,Hamilton Centre and Low Parks - 02,S12000029,South Lanarkshire,915,37,183
S01012718,Hamilton Centre and Low Parks - 03,S12000029,South Lanarkshire,999,35,124
S01012719,Hamilton Centre and Low Parks - 04,S12000029,South Lanarkshire,922,57,75
S01012720,Hamilton Centre and Low Parks - 05,S12000029,South Lanarkshire,529,12,26
S01012721,Laighstonehall - 01,S12000029,South Lanarkshire,587,19,82
S01012722,Laighstonehall - 02,S12000029,South Lanarkshire,687,37,62
S01012723,Laighstonehall - 03,S12000029,South Lanarkshire,624,30,49
S01012724,Laighstonehall - 04,S12000029,South Lanarkshire,752,42,79
S01012725,Laighstonehall - 05,S12000029,South Lanarkshire,910,35,72
S01012726,Fairhill - 01,S12000029,South Lanarkshire,632,36,67
S01012727,Fairhill - 02,S12000029,South Lanarkshire,662,25,40
S01012728,Fairhill - 03,S12000029,South Lanarkshire,744,50,31
S01012729,Woodhead and Meikle Earnock - 01,S12000029,South Lanarkshire,767,32,56
S01012730,Woodhead and Meikle Earnock - 02,S12000029,South Lanarkshire,524,24,40
S01012731,Woodhead and Meikle Earnock - 03,S12000029,South Lanarkshire,751,44,51
S01012732,Woodhead and Meikle Earnock - 04,S12000029,South Lanarkshire,616,46,57
S01012733,Little Earnock - 01,S12000029,South Lanarkshire,"1,988",161,29
S01012734,Little Earnock - 02,S12000029,South Lanarkshire,615,31,11
S01012735,Little Earnock - 03,S12000029,South Lanarkshire,452,22,52
S01012736,Little Earnock - 04,S12000029,South Lanarkshire,966,48,51
S01012737,Little Earnock - 05,S12000029,South Lanarkshire,785,36,41
S01012738,Little Earnock - 06,S12000029,South Lanarkshire,580,25,36
S01012739,Little Earnock - 07,S12000029,South Lanarkshire,953,61,15
S01012740,Little Earnock - 08,S12000029,South Lanarkshire,"1,003",64,6
S01012741,Earnock - 01,S12000029,South Lanarkshire,512,21,41
S01012742,Earnock - 02,S12000029,South Lanarkshire,636,34,70
S01012743,Earnock - 03,S12000029,South Lanarkshire,505,21,68
S01012744,Earnock - 04,S12000029,South Lanarkshire,580,27,39
S01012745,Earnock - 05,S12000029,South Lanarkshire,"1,017",71,77
S01012746,Earnock - 06,S12000029,South Lanarkshire,715,39,49
S01012747,Hillhouse - 01,S12000029,South Lanarkshire,812,33,72
S01012748,Hillhouse - 02,S12000029,South Lanarkshire,751,48,40
S01012749,Hillhouse - 03,S12000029,South Lanarkshire,878,57,33
S01012750,Hillhouse - 04,S12000029,South Lanarkshire,809,57,38
S01012751,Hillhouse - 05,S12000029,South Lanarkshire,714,29,89
S01012752,High Blantyre - 01,S12000029,South Lanarkshire,783,52,42
S01012753,High Blantyre - 02,S12000029,South Lanarkshire,459,19,31
S01012754,High Blantyre - 03,S12000029,South Lanarkshire,548,23,43
S01012755,High Blantyre - 04,S12000029,South Lanarkshire,483,21,51
S01012756,High Blantyre - 05,S12000029,South Lanarkshire,438,11,81
S01012757,High Blantyre - 06,S12000029,South Lanarkshire,441,22,43
S01012758,High Blantyre - 07,S12000029,South Lanarkshire,572,35,40
S01012759,Blantyre South and Wheatlands - 01,S12000029,South Lanarkshire,776,52,60
S01012760,Blantyre South and Wheatlands - 02,S12000029,South Lanarkshire,"1,092",63,128
S01012761,Blantyre South and Wheatlands - 03,S12000029,South Lanarkshire,652,26,67
S01012762,Blantyre South and Wheatlands - 04,S12000029,South Lanarkshire,652,27,79
S01012763,Blantyre South and Wheatlands - 05,S12000029,South Lanarkshire,390,21,25
S01012764,Blantyre South and Wheatlands - 06,S12000029,South Lanarkshire,711,38,52
S01012765,Low Blantyre and Bardykes - 01,S12000029,South Lanarkshire,702,33,55
S01012766,Low Blantyre and Bardykes - 02,S12000029,South Lanarkshire,869,47,41
S01012767,Low Blantyre and Bardykes - 03,S12000029,South Lanarkshire,524,19,63
S01012768,Low Blantyre and Bardykes - 04,S12000029,South Lanarkshire,649,26,69
S01012769,Low Blantyre and Bardykes - 05,S12000029,South Lanarkshire,453,16,21
S01012770,Blantytre North and Coatshill - 01,S12000029,South Lanarkshire,839,37,77
S01012771,Blantytre North and Coatshill - 02,S12000029,South Lanarkshire,640,26,63
S01012772,Blantytre North and Coatshill - 03,S12000029,South Lanarkshire,644,42,46
S01012773,Blantytre North and Coatshill - 04,S12000029,South Lanarkshire,796,41,94
S01012774,Burnbank North - 01,S12000029,South Lanarkshire,866,39,38
S01012775,Burnbank North - 02,S12000029,South Lanarkshire,417,16,50
S01012776,Burnbank North - 03,S12000029,South Lanarkshire,687,34,54
S01012777,Burnbank North - 04,S12000029,South Lanarkshire,975,57,29
S01012778,Burnbank North - 05,S12000029,South Lanarkshire,736,48,26
S01012779,Burnbank North - 06,S12000029,South Lanarkshire,460,39,16
S01012780,Burnbank North - 07,S12000029,South Lanarkshire,659,24,54
S01012781,Burnbank Central and Udston - 01,S12000029,South Lanarkshire,771,56,65
S01012782,Burnbank Central and Udston - 02,S12000029,South Lanarkshire,586,50,30
S01012783,Burnbank Central and Udston - 03,S12000029,South Lanarkshire,639,32,39
S01012784,Burnbank Central and Udston - 04,S12000029,South Lanarkshire,677,33,38
S01012785,Burnbank Central and Udston - 05,S12000029,South Lanarkshire,682,33,80
S01012786,Burnbank Central and Udston - 06,S12000029,South Lanarkshire,633,54,31
S01012787,Burnbank Central and Udston - 07,S12000029,South Lanarkshire,584,36,22
S01012788,Burnbank South and Chantinghall - 01,S12000029,South Lanarkshire,596,26,20
S01012789,Burnbank South and Chantinghall - 02,S12000029,South Lanarkshire,687,29,68
S01012790,Burnbank South and Chantinghall - 03,S12000029,South Lanarkshire,788,30,76
S01012791,Burnbank South and Chantinghall - 04,S12000029,South Lanarkshire,720,33,97
S01012792,Burnbank South and Chantinghall - 05,S12000029,South Lanarkshire,928,29,197
S01012793,Whitehill - 01,S12000029,South Lanarkshire,780,17,47
S01012794,Whitehill - 02,S12000029,South Lanarkshire,650,27,89
S01012795,Whitehill - 03,S12000029,South Lanarkshire,982,67,91
S01012796,Whitehill - 04,S12000029,South Lanarkshire,790,55,33
S01012797,Whitehill - 05,S12000029,South Lanarkshire,752,39,42
S01012798,Bothwell South - 01,S12000029,South Lanarkshire,878,39,71
S01012799,Bothwell South - 02,S12000029,South Lanarkshire,842,29,98
S01012800,Bothwell South - 03,S12000029,South Lanarkshire,886,26,101
S01012801,Bothwell South - 04,S12000029,South Lanarkshire,399,10,137
S01012802,Bothwell South - 05,S12000029,South Lanarkshire,539,20,42
S01012803,Bothwell North - 01,S12000029,South Lanarkshire,580,23,48
S01012804,Bothwell North - 02,S12000029,South Lanarkshire,701,42,56
S01012805,Bothwell North - 03,S12000029,South Lanarkshire,930,64,63
S01012806,Bothwell North - 04,S12000029,South Lanarkshire,867,50,44
S01012807,Uddingston and Gardenside - 01,S12000029,South Lanarkshire,664,32,46
S01012808,Uddingston and Gardenside - 02,S12000029,South Lanarkshire,"2,115",155,216
S01012809,Uddingston and Gardenside - 03,S12000029,South Lanarkshire,622,23,52
S01012810,Uddingston and Gardenside - 04,S12000029,South Lanarkshire,840,20,127
S01012811,Uddingston and Gardenside - 05,S12000029,South Lanarkshire,962,59,101
S01012812,Uddingston and Gardenside - 06,S12000029,South Lanarkshire,595,25,53
S01012813,Uddingston and Gardenside - 07,S12000029,South Lanarkshire,841,44,125
S01012814,"Halfway, Hallside and Drumsagard - 01",S12000029,South Lanarkshire,815,27,45
S01012815,"Halfway, Hallside and Drumsagard - 02",S12000029,South Lanarkshire,835,63,22
S01012816,"Halfway, Hallside and Drumsagard - 03",S12000029,South Lanarkshire,554,22,20
S01012817,"Halfway, Hallside and Drumsagard - 04",S12000029,South Lanarkshire,560,21,8
S01012818,"Halfway, Hallside and Drumsagard - 05",S12000029,South Lanarkshire,795,43,29
S01012819,"Halfway, Hallside and Drumsagard - 06",S12000029,South Lanarkshire,680,43,49
S01012820,"Halfway, Hallside and Drumsagard - 07",S12000029,South Lanarkshire,"4,248",515,20
S01012821,Westburn and Newton - 01,S12000029,South Lanarkshire,823,62,16
S01012822,Westburn and Newton - 02,S12000029,South Lanarkshire,496,21,23
S01012823,Westburn and Newton - 03,S12000029,South Lanarkshire,869,31,21
S01012824,Westburn and Newton - 04,S12000029,South Lanarkshire,605,33,33
S01012825,Westburn and Newton - 05,S12000029,South Lanarkshire,462,15,36
S01012826,Westburn and Newton - 06,S12000029,South Lanarkshire,568,36,10
S01012827,Westburn and Newton - 07,S12000029,South Lanarkshire,695,45,12
S01012828,Westburn and Newton - 08,S12000029,South Lanarkshire,961,90,19
S01012829,Westburn and Newton - 09,S12000029,South Lanarkshire,754,51,51
S01012830,Vicarland and Cairns - 01,S12000029,South Lanarkshire,677,25,58
S01012831,Vicarland and Cairns - 02,S12000029,South Lanarkshire,607,20,76
S01012832,Vicarland and Cairns - 03,S12000029,South Lanarkshire,518,24,35
S01012833,Vicarland and Cairns - 04,S12000029,South Lanarkshire,712,45,42
S01012834,Vicarland and Cairns - 05,S12000029,South Lanarkshire,646,34,85
S01012835,Vicarland and Cairns - 06,S12000029,South Lanarkshire,827,36,88
S01012836,Whitlawburn and Greenlees - 01,S12000029,South Lanarkshire,740,30,77
S01012837,Whitlawburn and Greenlees - 02,S12000029,South Lanarkshire,549,23,30
S01012838,Whitlawburn and Greenlees - 03,S12000029,South Lanarkshire,767,67,24
S01012839,Whitlawburn and Greenlees - 04,S12000029,South Lanarkshire,546,25,42
S01012840,Whitlawburn and Greenlees - 05,S12000029,South Lanarkshire,899,60,27
S01012841,Whitlawburn and Greenlees - 06,S12000029,South Lanarkshire,507,17,37
S01012842,Whitlawburn and Greenlees - 07,S12000029,South Lanarkshire,420,17,32
S01012843,Cambuslang Central - 01,S12000029,South Lanarkshire,962,48,85
S01012844,Cambuslang Central - 02,S12000029,South Lanarkshire,660,43,37
S01012845,Cambuslang Central - 03,S12000029,South Lanarkshire,750,36,53
S01012846,Cambuslang Central - 04,S12000029,South Lanarkshire,836,34,97
S01012847,Cambuslang Central - 05,S12000029,South Lanarkshire,500,13,80
S01012848,"Burgh, Eastfield and Silverbank - 01",S12000029,South Lanarkshire,745,49,27
S01012849,"Burgh, Eastfield and Silverbank - 02",S12000029,South Lanarkshire,636,39,41
S01012850,"Burgh, Eastfield and Silverbank - 03",S12000029,South Lanarkshire,729,22,77
S01012851,"Burgh, Eastfield and Silverbank - 04",S12000029,South Lanarkshire,753,35,82
S01012852,"Burgh, Eastfield and Silverbank - 05",S12000029,South Lanarkshire,684,39,65
S01012853,"Burgh, Eastfield and Silverbank - 06",S12000029,South Lanarkshire,733,29,97
S01012854,"Burgh, Eastfield and Silverbank - 07",S12000029,South Lanarkshire,737,28,54
S01012855,"Burgh, Eastfield and Silverbank - 08",S12000029,South Lanarkshire,617,40,19
S01012856,Farme Cross and Gallowflat North - 01,S12000029,South Lanarkshire,"1,075",62,91
S01012857,Farme Cross and Gallowflat North - 02,S12000029,South Lanarkshire,835,21,149
S01012858,Farme Cross and Gallowflat North - 03,S12000029,South Lanarkshire,654,10,66
S01012859,Farme Cross and Gallowflat North - 04,S12000029,South Lanarkshire,"1,042",54,48
