,Aged 4 years and under,Aged 75 and above,lone parent with dependent childern,Non-white,unpaid care 20h+,Detached,Semi-detached,Terraced,Flat,Shared house,Owned: Owns outright,Owns with a mortgage or loan or shared ownership,Social rented,Private rented,Entry-level education and below,Economically active: Employee: Part-time,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Unemploy,Elementary occupations,English not as main language,large household size >5 people,under occupancy,No central heating,Electric only
S01012710,3.5,11.8,4.1,1.0,5.7,15.7,19.5,7.1,57.4,0.3,19.4,32.9,38.5,9.3,59.8,13.5,15.4,2.1,3.2,9.2,9.7,12.5,3.2,0.3,54.8,0.8,10.4
S01012711,4.3,13.7,4.4,1.2,5.5,3.8,18.1,20.5,55.1,0.5,17.5,25.7,44.6,10.6,66.5,14.1,19.3,1.0,2.9,11.3,17.9,16.6,2.7,0.2,58.6,1.6,29.9
S01012712,3.8,12.1,1.6,4.8,4.0,57.6,40.1,1.2,1.2,0.0,53.4,40.9,1.8,2.4,34.8,12.7,24.6,4.6,3.1,1.8,6.9,3.5,1.6,1.8,91.6,0.6,0.9
S01012713,3.4,12.9,1.0,3.2,4.5,12.8,53.7,5.0,25.5,2.1,51.1,34.7,6.7,6.4,40.9,10.6,24.0,3.2,3.2,2.9,4.8,9.8,0.8,1.5,84.2,1.5,2.4
S01012714,2.1,18.0,0.3,0.8,5.7,41.9,38.5,4.5,13.2,1.9,58.7,35.6,1.1,4.2,32.0,13.2,30.4,1.8,2.5,1.6,3.9,4.5,1.5,0.4,88.3,0.8,3.4
S01012715,3.6,11.9,3.9,5.7,4.5,4.7,16.2,5.2,71.4,1.6,24.1,31.1,26.5,14.4,49.4,11.3,18.7,2.7,4.5,4.7,11.7,8.7,3.4,0.0,57.7,1.0,7.3
S01012716,2.6,21.5,1.2,2.3,4.3,50.8,22.3,1.6,25.4,0.0,50.7,31.4,7.3,8.4,36.5,10.0,26.4,2.6,2.5,2.9,5.7,5.4,1.6,1.1,84.0,0.0,4.9
S01012717,4.0,20.0,1.9,1.5,3.2,8.2,13.4,3.8,68.6,0.5,28.2,22.0,27.2,19.3,51.9,9.1,20.7,2.1,1.2,7.0,11.9,8.1,3.3,0.3,52.5,2.2,27.7
S01012718,3.5,12.4,2.5,2.8,5.0,5.7,17.6,3.7,66.1,6.7,34.8,36.8,7.4,19.2,41.7,11.0,17.4,3.4,2.6,5.5,8.3,4.3,2.6,0.4,70.8,1.2,16.2
S01012719,6.2,8.1,2.7,5.5,4.2,8.6,2.6,4.6,82.0,2.2,20.8,31.3,14.4,30.4,45.2,8.4,16.0,3.7,2.3,5.9,10.9,7.1,2.9,0.5,53.0,1.6,23.3
S01012720,2.3,4.9,2.2,7.7,3.0,11.3,1.2,0.6,80.3,1.2,15.4,35.8,6.9,35.8,36.2,8.3,9.4,4.5,1.8,4.7,9.4,7.2,2.8,0.9,41.8,6.6,52.8
S01012721,3.2,14.0,2.5,1.7,7.3,2.4,64.7,15.4,17.1,0.3,34.4,43.8,12.5,6.9,57.6,12.7,19.7,2.8,3.6,4.0,6.6,9.8,1.3,0.3,68.1,0.3,10.8
S01012722,5.4,9.0,4.9,3.8,7.4,0.9,25.1,1.2,72.3,0.0,17.7,30.8,41.2,9.0,68.3,10.2,19.4,4.2,3.5,12.7,16.1,12.4,4.3,0.5,39.5,1.0,18.2
S01012723,4.8,7.9,4.9,1.9,6.1,1.6,29.7,1.9,66.8,0.0,19.8,27.1,43.9,6.4,67.8,13.3,15.5,3.9,4.1,9.6,13.7,18.3,4.3,0.6,39.7,0.8,6.1
S01012724,5.6,10.5,3.6,2.5,4.1,4.2,23.2,10.1,62.0,0.5,30.6,34.5,18.0,13.8,55.0,12.3,18.5,2.5,2.2,5.4,6.5,9.7,3.0,0.0,65.5,1.7,29.6
S01012725,3.8,7.9,2.4,5.0,3.6,12.7,6.9,3.5,74.9,1.5,25.1,37.4,15.2,20.2,41.3,11.6,13.3,3.6,2.6,5.0,9.5,9.1,2.2,0.6,65.0,2.2,22.5
S01012726,5.7,10.6,3.4,4.2,6.9,3.5,41.5,30.3,23.3,0.3,35.3,39.2,19.4,3.5,66.1,12.1,19.7,4.2,3.5,5.1,13.9,11.6,4.5,1.4,73.9,0.7,13.1
S01012727,3.8,6.0,5.1,1.8,9.5,5.7,36.5,33.1,24.7,0.0,15.0,28.9,52.4,2.4,70.1,13.3,13.8,3.0,5.3,11.0,23.7,13.6,3.5,2.4,63.3,2.4,6.5
S01012728,6.7,4.2,9.3,1.6,5.4,3.2,23.1,17.8,55.0,1.2,8.3,18.6,66.4,6.2,70.6,15.5,12.2,2.9,7.4,10.6,20.0,19.6,3.4,3.2,51.6,0.0,2.4
S01012729,4.2,7.3,4.7,2.9,4.2,15.8,47.7,15.0,21.2,0.0,24.9,52.3,16.8,4.9,51.9,12.4,14.9,3.3,1.6,5.8,6.9,6.5,3.6,1.4,74.3,0.9,2.0
S01012730,4.6,7.6,4.1,0.0,5.8,3.0,4.4,61.9,30.7,0.0,16.5,39.8,38.7,4.9,69.2,13.8,14.5,2.8,4.4,7.7,15.7,17.2,4.2,0.4,60.5,1.9,57.9
S01012731,5.9,6.8,4.3,0.5,7.0,2.9,43.1,38.4,15.5,0.0,24.5,40.9,29.6,3.6,66.5,14.0,15.9,2.3,7.2,6.0,11.7,16.7,2.1,0.6,66.3,1.2,19.1
S01012732,7.5,9.3,5.0,0.9,5.3,5.8,8.6,80.5,5.1,0.0,22.9,45.5,24.3,5.1,66.7,15.4,20.0,2.1,3.7,5.0,14.0,13.9,4.7,0.7,63.0,3.4,85.3
S01012733,8.1,1.5,2.4,2.0,2.9,77.3,5.8,3.6,13.4,0.0,11.3,78.0,3.0,6.6,33.9,13.6,3.2,3.8,3.2,2.0,3.0,3.2,0.7,1.4,91.5,0.3,2.2
S01012734,5.0,1.8,2.0,4.4,2.7,84.9,10.1,3.5,1.0,0.0,10.1,84.8,2.0,2.5,28.5,14.0,2.8,6.2,3.8,1.2,4.3,0.9,0.5,1.5,96.0,0.0,1.5
S01012735,4.9,11.5,4.2,1.9,8.2,3.3,8.4,61.7,26.6,0.0,29.6,39.9,21.1,8.0,70.6,11.4,22.3,4.5,1.3,10.1,10.6,12.0,2.2,0.0,67.1,0.5,16.4
S01012736,5.0,5.3,3.5,3.1,5.5,10.6,54.9,21.9,12.4,0.0,21.3,53.2,18.9,5.1,55.8,13.2,13.0,3.0,2.8,5.2,8.9,9.7,1.6,2.9,70.5,0.3,1.6
S01012737,4.6,5.2,2.5,2.5,4.9,18.4,20.8,42.6,17.8,0.3,18.8,64.1,7.9,7.9,49.2,11.3,12.0,3.1,3.5,3.8,4.3,9.6,3.0,0.3,83.3,0.0,9.4
S01012738,4.3,6.2,4.4,2.6,4.6,12.4,29.5,39.9,17.8,0.4,25.9,41.6,27.8,2.4,65.2,13.3,14.3,5.1,3.8,8.0,8.2,14.5,2.3,2.0,73.7,0.8,2.4
S01012739,6.4,1.6,1.1,9.2,2.6,72.1,20.3,6.2,1.4,0.0,10.7,81.3,1.4,6.2,28.7,13.6,3.1,3.6,4.4,1.8,7.4,3.4,0.6,2.1,92.0,0.3,0.3
S01012740,6.4,0.6,3.0,5.8,3.1,71.0,12.6,10.6,5.8,0.0,11.7,68.5,16.9,2.6,38.1,12.7,4.7,4.2,3.5,2.7,6.4,4.6,1.2,1.3,93.5,0.0,1.3
S01012741,4.1,8.0,1.8,2.7,1.8,23.6,45.1,14.9,16.4,0.0,28.7,62.5,2.6,5.9,38.9,12.1,10.8,3.8,1.9,1.7,4.2,4.3,0.0,0.4,72.4,1.5,12.9
S01012742,5.3,11.0,2.3,2.3,4.2,44.0,50.2,4.3,1.4,0.0,44.9,47.8,3.6,2.5,35.2,13.6,20.9,3.1,2.2,1.3,3.3,2.3,1.9,0.7,89.1,0.7,1.1
S01012743,4.2,13.5,1.4,0.0,4.6,40.9,56.5,2.1,0.4,0.0,54.0,42.2,0.4,3.0,35.8,14.7,16.9,4.2,2.2,2.4,2.9,5.3,0.5,0.8,92.0,0.4,1.7
S01012744,4.7,6.7,1.2,1.3,4.4,31.0,57.3,7.8,3.9,0.0,26.7,66.4,1.1,5.1,34.6,12.9,13.7,2.3,1.8,2.2,3.4,5.1,2.0,0.0,82.7,0.4,3.6
S01012745,7.0,7.6,1.4,2.7,4.8,42.7,49.2,5.5,2.3,0.0,48.7,46.4,2.0,2.3,44.9,11.3,22.2,2.8,2.8,0.6,5.5,7.9,1.5,1.0,92.1,0.0,3.0
S01012746,5.5,6.9,1.6,1.7,4.9,25.8,36.6,32.5,4.8,0.3,23.8,59.5,8.4,6.8,47.3,12.7,12.9,3.4,2.1,3.4,5.9,7.8,1.2,1.9,76.8,0.3,2.9
S01012747,4.1,8.9,3.9,0.2,3.9,24.5,36.8,33.7,5.0,0.0,31.6,40.8,23.6,2.9,53.5,12.9,16.1,5.7,3.3,4.5,15.4,14.2,3.0,2.0,70.1,1.4,2.3
S01012748,6.4,5.3,8.1,3.0,7.1,2.4,27.1,36.6,33.7,0.3,12.2,21.1,61.8,3.8,75.0,15.7,11.2,3.9,5.4,12.2,17.8,22.7,3.7,1.9,53.4,1.4,3.8
S01012749,6.5,3.8,8.1,0.2,6.1,4.4,28.4,35.0,32.1,0.0,10.6,25.1,54.8,8.0,70.2,11.3,7.0,5.3,4.8,11.8,23.3,16.5,3.8,0.8,53.5,1.0,12.1
S01012750,7.0,4.7,6.5,0.9,5.8,3.1,16.0,42.9,38.1,0.0,13.7,31.2,41.7,12.8,71.9,16.7,11.4,3.6,5.8,8.5,21.4,21.0,2.2,2.4,47.9,0.6,6.8
S01012751,4.1,12.5,2.9,1.0,5.5,1.8,39.6,26.3,32.3,0.0,30.5,31.2,33.1,4.0,73.2,12.8,19.5,2.0,2.3,9.2,13.8,12.0,4.1,0.5,56.5,3.3,62.6
S01012752,6.6,5.4,6.1,1.4,6.5,17.3,17.6,49.9,14.7,0.0,17.6,40.0,36.0,5.1,60.3,13.3,13.8,3.1,3.3,7.7,13.9,9.7,3.0,0.5,62.9,1.1,1.6
S01012753,4.1,6.8,8.3,1.8,7.3,6.2,12.1,67.5,13.8,0.0,13.2,27.7,51.5,6.8,70.7,15.6,17.0,3.0,5.1,11.9,15.9,21.9,5.3,0.9,43.0,1.3,1.3
S01012754,4.2,7.8,3.0,0.9,7.1,9.2,36.0,46.4,7.3,1.1,25.5,32.9,37.3,2.7,61.8,10.0,18.0,4.1,2.7,9.4,17.8,11.9,4.9,0.8,66.3,0.8,4.7
S01012755,4.3,10.6,6.1,2.3,4.0,4.8,23.1,22.4,48.6,1.0,14.3,21.8,57.9,6.1,73.1,12.7,21.4,3.1,2.8,13.2,19.6,12.2,6.9,0.4,39.3,0.4,1.8
S01012756,2.5,18.5,1.2,0.8,4.6,10.1,35.5,21.4,30.8,1.8,31.4,27.3,35.4,3.7,67.8,10.3,27.2,1.3,2.4,11.1,6.1,10.4,3.0,0.4,60.5,0.0,27.7
S01012757,5.0,9.8,4.6,1.1,7.4,2.9,26.9,33.9,36.4,0.0,23.3,34.3,36.0,5.1,73.8,14.2,20.1,1.4,1.9,11.4,9.2,17.6,4.2,0.0,59.3,1.3,7.6
S01012758,6.1,7.0,4.1,3.3,5.8,18.6,19.7,48.2,11.3,0.4,23.4,40.5,28.8,6.9,60.3,11.6,15.3,3.1,4.9,8.9,12.4,9.1,2.2,0.7,59.1,0.4,12.8
S01012759,6.7,7.7,4.8,0.3,6.2,5.4,23.4,47.6,23.7,0.0,19.9,32.7,42.1,4.4,71.1,14.4,16.2,3.6,3.8,11.1,16.8,16.6,3.0,1.5,48.5,2.0,19.6
S01012760,5.8,11.7,7.6,1.3,6.3,7.6,21.8,21.3,48.9,0.5,15.8,32.1,40.1,10.6,65.1,12.9,12.8,5.3,5.7,9.3,19.7,13.5,4.0,1.4,55.0,0.9,8.3
S01012761,4.0,10.3,3.1,2.7,7.2,12.4,11.4,44.6,30.8,0.0,21.1,40.4,30.6,6.5,64.7,12.5,17.0,2.7,1.7,7.3,13.7,10.4,1.3,1.1,56.9,1.1,17.6
S01012762,4.1,12.1,3.8,1.3,5.6,17.4,10.4,63.1,8.5,0.6,38.1,41.6,12.7,5.1,62.4,12.9,23.6,4.1,1.8,3.9,6.9,9.6,2.5,1.3,78.1,1.9,19.0
S01012763,5.4,6.4,5.0,2.0,7.5,6.7,11.2,79.8,2.2,0.0,22.5,41.0,32.0,2.8,67.3,14.4,17.5,4.0,2.5,9.8,10.1,13.9,2.6,0.6,52.2,0.6,4.5
S01012764,5.3,7.3,5.4,0.5,6.5,9.6,16.1,63.0,10.7,0.0,22.4,33.0,36.2,4.0,64.2,12.0,16.3,3.2,3.0,9.0,11.2,11.8,3.1,0.6,55.5,1.4,10.3
S01012765,4.7,7.8,3.2,1.7,7.1,22.4,35.1,41.1,1.3,0.0,26.0,39.9,32.1,1.7,58.0,14.1,17.4,4.0,1.6,6.5,12.3,11.0,1.7,1.0,69.3,1.7,0.0
S01012766,5.4,4.7,5.2,1.3,5.4,17.5,21.9,58.1,2.5,0.0,11.7,44.1,37.2,5.9,61.9,15.4,8.1,4.2,4.0,7.6,13.4,13.0,3.1,0.8,61.7,0.3,0.3
S01012767,3.6,12.0,1.2,0.4,3.5,23.0,71.7,3.9,1.3,0.0,45.2,50.0,2.6,1.8,51.8,13.8,20.3,3.3,1.5,3.3,3.7,6.1,1.5,0.0,86.8,0.4,2.2
S01012768,4.0,10.6,2.2,0.1,5.5,27.8,67.5,3.1,1.7,0.0,45.7,50.2,1.7,2.1,49.8,16.0,19.9,2.4,1.4,3.4,3.2,5.5,0.9,0.3,82.8,0.3,1.0
S01012769,3.5,4.6,0.9,1.7,3.0,59.5,30.7,2.6,7.2,0.0,29.6,63.8,0.7,5.3,44.1,11.4,13.5,4.7,2.9,4.1,2.9,4.5,0.4,5.3,77.6,1.3,5.9
S01012770,4.4,9.2,4.1,1.3,4.5,14.0,17.5,39.6,27.7,0.2,22.8,42.2,22.1,11.0,59.3,12.1,18.2,3.7,2.5,5.4,10.4,10.9,3.2,0.2,59.8,0.2,15.4
S01012771,4.1,9.8,3.5,1.4,7.1,9.6,25.2,12.6,51.2,1.1,26.9,42.9,22.7,3.9,58.3,11.6,18.4,2.9,4.5,5.2,10.6,11.0,2.1,0.3,63.0,2.0,6.2
S01012772,6.5,7.1,6.1,0.6,7.0,4.1,13.8,80.3,1.7,0.0,18.9,36.5,40.0,3.9,72.1,17.4,15.0,3.0,4.4,8.9,14.9,18.4,1.7,1.4,54.4,1.4,2.1
S01012773,5.2,11.8,4.1,2.0,7.0,12.8,37.9,39.4,9.9,0.0,26.9,44.0,22.8,5.9,63.1,10.1,18.1,2.5,3.9,7.7,12.2,10.7,2.8,0.0,66.0,0.8,5.1
S01012774,4.5,4.4,3.1,1.6,4.5,8.1,27.6,16.9,46.6,0.2,21.6,40.0,28.7,8.6,61.1,11.1,10.4,2.1,2.5,6.2,14.2,8.9,1.2,0.7,68.6,1.7,7.4
S01012775,3.8,12.0,2.0,0.2,5.6,5.4,55.9,6.3,32.4,0.0,28.9,36.0,22.7,11.4,59.6,10.6,18.2,3.6,2.7,4.9,14.6,12.4,1.7,0.5,66.4,0.5,15.6
S01012776,4.9,7.9,3.5,0.9,4.5,0.8,18.7,49.1,31.2,0.3,17.3,41.5,34.5,5.0,70.3,15.5,17.2,3.7,2.7,8.6,14.3,16.7,3.1,0.3,57.9,0.3,1.4
S01012777,5.8,3.0,3.3,1.8,3.5,21.2,35.9,24.6,17.8,0.3,11.0,70.4,11.0,6.3,49.2,13.4,4.4,4.7,3.0,6.2,6.3,5.8,3.1,1.1,69.9,0.8,9.0
S01012778,6.5,3.5,6.6,2.2,4.0,5.4,42.9,23.7,27.6,0.3,7.5,44.4,43.4,4.1,57.5,12.3,7.8,3.6,2.8,9.1,15.0,10.7,2.6,0.7,54.6,0.7,6.8
S01012779,8.5,3.5,6.8,2.4,3.9,4.3,18.0,21.8,55.5,0.5,6.0,45.0,41.0,5.5,69.4,16.6,7.8,3.3,6.3,6.9,20.5,14.4,4.1,2.0,55.5,0.0,2.5
S01012780,3.6,8.2,8.6,3.3,4.0,4.4,19.7,10.8,63.9,1.1,12.4,26.9,53.2,6.6,71.4,13.9,14.9,4.4,6.3,6.5,19.5,17.5,5.6,0.6,44.8,2.3,2.6
S01012781,7.3,8.4,2.9,1.4,4.0,25.7,33.0,21.1,19.8,0.0,30.0,49.0,11.7,8.0,50.2,10.9,17.7,5.1,1.4,4.9,7.6,6.8,0.6,0.3,76.7,1.0,3.0
S01012782,8.5,5.1,6.8,1.3,5.7,1.9,24.5,4.4,69.0,0.0,20.1,22.4,47.9,8.6,75.2,13.8,15.1,2.8,4.7,11.6,19.6,19.8,4.3,0.3,54.6,0.6,2.2
S01012783,5.0,6.1,7.0,1.7,6.9,1.5,32.3,5.4,60.7,0.0,14.6,34.8,42.5,6.5,71.7,17.6,11.8,3.6,5.0,9.9,22.7,17.6,3.2,0.6,50.9,0.6,5.0
S01012784,4.9,5.6,5.1,2.1,4.2,4.0,18.5,20.8,56.5,0.2,17.6,32.7,41.7,6.9,62.8,11.0,11.5,1.9,3.5,6.4,14.7,13.6,2.5,0.3,56.8,2.0,61.6
S01012785,4.8,11.7,7.8,2.6,4.2,1.0,11.7,5.2,81.6,0.2,14.7,22.2,55.2,7.5,74.6,11.6,15.8,1.8,3.3,12.9,20.6,18.6,5.2,0.0,47.2,0.3,5.7
S01012786,8.5,4.9,7.7,0.7,3.3,1.1,3.0,3.0,92.5,0.2,7.3,18.4,56.5,17.0,67.9,11.4,12.3,7.1,2.2,12.7,31.0,19.8,4.5,0.2,44.0,0.9,24.6
S01012787,6.2,3.8,4.0,0.5,4.5,17.6,20.7,17.6,43.4,0.4,10.4,58.8,18.8,10.4,49.9,11.8,7.4,3.0,4.2,7.2,6.0,7.3,2.3,0.8,71.2,2.0,28.0
S01012788,4.4,3.4,5.4,1.6,7.0,8.4,61.6,18.6,11.4,0.0,13.5,37.5,42.9,4.6,73.1,10.9,11.3,4.2,6.1,10.5,21.2,19.4,5.6,1.9,62.5,1.9,8.5
S01012789,4.2,9.9,2.4,5.8,4.6,18.8,29.5,28.6,23.1,0.0,28.3,45.8,20.9,3.7,51.2,14.2,20.6,4.3,2.7,6.1,9.7,6.8,1.4,1.2,68.3,2.8,18.5
S01012790,3.8,9.6,2.6,4.8,3.0,33.2,7.7,10.1,48.7,0.3,15.2,52.2,13.8,15.9,35.1,13.0,9.6,2.5,1.4,1.6,4.3,3.7,1.0,0.0,71.6,1.0,33.6
S01012791,4.6,13.5,1.7,0.3,3.3,28.6,40.4,2.4,28.0,0.6,52.5,34.9,5.2,4.3,38.7,11.9,27.3,4.0,2.5,2.3,3.6,5.7,0.9,0.6,85.2,0.9,2.8
S01012792,3.1,21.2,2.3,0.9,3.8,2.7,21.4,22.2,51.8,2.0,23.8,37.9,23.4,12.3,59.6,11.9,20.0,2.4,1.6,8.0,10.8,9.4,2.4,0.0,50.2,1.4,7.5
S01012793,2.2,6.0,3.4,3.7,4.7,3.4,15.4,7.4,71.6,1.9,16.3,22.9,44.6,15.4,60.9,7.1,11.2,10.6,3.5,16.0,12.5,17.4,3.3,0.3,46.6,2.8,39.9
S01012794,4.2,13.7,1.7,8.5,4.2,0.7,6.7,3.6,88.5,0.2,27.8,34.1,7.9,25.9,43.4,6.5,17.4,1.8,3.0,3.2,7.5,7.1,2.8,0.3,72.5,1.1,15.1
S01012795,6.8,9.3,7.1,1.2,8.1,5.2,38.9,31.2,24.7,0.0,13.2,29.8,52.8,3.4,71.7,13.5,16.5,4.7,4.7,8.9,17.2,16.5,2.8,0.9,60.4,0.7,1.8
S01012796,7.0,4.2,5.5,1.8,3.6,5.9,39.9,29.7,22.1,0.3,12.1,47.3,31.4,8.4,59.2,13.8,10.0,2.6,3.1,6.4,14.6,13.4,3.5,0.3,64.6,1.4,3.7
S01012797,5.2,5.6,5.9,5.1,6.4,6.1,42.5,45.0,6.1,0.0,14.5,39.9,38.4,4.3,63.3,13.3,9.5,4.4,3.4,6.6,21.6,16.2,1.8,1.1,68.5,0.4,2.2
S01012798,4.4,8.1,1.9,4.9,3.5,40.3,14.1,5.5,35.4,4.6,41.9,42.2,7.3,6.1,34.4,10.4,17.2,6.4,3.9,1.7,6.2,4.7,1.4,0.0,73.3,0.6,11.9
S01012799,3.4,11.6,1.9,3.5,2.4,39.9,10.5,3.4,37.7,7.8,42.2,36.4,8.9,11.2,32.9,11.2,20.4,4.5,2.3,2.3,4.0,3.5,2.6,1.0,66.9,1.5,10.9
S01012800,2.9,11.4,0.8,3.7,5.5,48.2,7.1,3.8,35.6,4.0,38.7,46.7,1.5,11.1,31.9,11.0,16.9,5.0,3.4,2.8,4.9,4.5,1.4,0.8,82.7,0.8,4.5
S01012801,2.5,34.3,1.6,2.1,5.2,10.0,5.0,3.4,72.8,5.0,53.6,23.0,2.0,15.1,39.5,8.4,24.9,4.0,2.7,1.3,5.4,3.8,1.9,0.8,70.6,0.8,34.1
S01012802,3.7,7.8,1.0,10.1,3.6,91.8,3.9,1.4,1.9,0.5,45.9,46.4,1.4,3.9,25.9,13.2,14.1,6.3,5.0,2.0,5.0,5.4,0.5,1.9,93.2,0.5,1.4
S01012803,4.0,8.3,2.1,1.9,3.4,54.9,33.3,9.8,1.5,0.0,44.3,50.0,1.9,1.5,34.7,12.1,17.5,7.2,2.4,1.8,4.0,4.6,1.2,1.1,85.9,0.0,1.1
S01012804,6.0,8.0,4.2,0.9,4.1,13.9,31.7,52.2,2.2,0.0,20.2,34.2,35.9,8.5,53.0,13.9,13.7,4.1,5.7,5.0,13.9,12.4,1.6,1.7,46.4,2.8,52.1
S01012805,6.9,6.8,4.1,1.0,5.2,4.4,32.9,57.6,4.9,0.3,26.4,42.3,24.5,5.7,59.8,13.6,13.7,4.4,4.1,4.7,13.6,12.9,2.0,1.0,61.9,1.0,3.7
S01012806,5.8,5.1,3.5,1.1,4.5,26.8,9.5,58.2,3.9,1.6,24.4,46.8,22.4,6.0,48.5,12.2,13.6,4.4,2.9,6.5,9.6,8.0,3.1,1.0,65.6,2.0,45.5
S01012807,4.8,6.9,1.0,6.0,3.4,77.5,2.3,1.4,18.5,0.5,44.0,46.3,0.5,8.7,29.1,14.7,14.7,5.7,2.1,1.1,2.5,2.2,1.1,2.3,94.0,0.0,0.5
S01012808,7.3,10.2,1.3,0.6,4.3,34.2,8.0,22.7,33.0,2.0,35.8,40.4,11.8,8.8,44.8,11.2,17.3,3.7,3.0,3.8,8.5,6.1,1.7,0.6,72.4,0.8,24.8
S01012809,3.7,8.4,3.1,3.4,4.4,19.9,9.7,3.4,60.2,4.0,25.5,34.4,6.2,30.0,38.8,10.7,16.2,4.9,3.4,3.0,9.3,6.8,0.5,0.6,57.3,4.5,14.5
S01012810,2.4,15.1,4.0,1.2,3.6,9.5,6.2,12.7,69.2,1.8,16.4,22.5,52.2,8.1,59.0,10.0,14.8,3.9,2.2,10.6,11.4,12.3,1.8,1.0,43.2,1.0,5.0
S01012811,6.1,10.5,2.9,1.9,5.3,14.8,11.5,61.6,10.1,0.8,38.5,37.9,17.8,4.6,52.2,10.2,21.3,4.3,2.4,4.1,9.0,10.2,1.1,1.1,69.3,0.3,1.4
S01012812,4.2,8.9,2.4,1.7,3.3,21.4,10.9,44.9,22.5,0.4,26.7,53.3,11.9,6.0,44.7,14.0,11.3,3.7,2.5,4.2,7.5,7.1,1.1,0.0,60.0,0.0,0.7
S01012813,5.2,14.9,0.8,1.0,3.8,54.5,21.8,12.2,8.5,2.9,50.5,44.4,1.1,2.7,31.9,11.7,25.5,3.6,2.2,2.5,3.8,3.9,1.2,1.1,93.5,0.5,2.2
S01012814,3.3,5.5,2.8,3.0,4.5,39.4,41.5,14.7,4.4,0.0,19.5,72.1,1.8,4.8,44.8,14.4,8.7,3.4,2.1,2.6,8.0,5.1,2.0,1.2,79.6,0.3,1.2
S01012815,7.5,2.6,2.7,6.6,4.2,63.5,14.8,2.4,18.1,1.2,10.3,67.5,4.1,15.3,39.2,14.4,3.9,2.4,2.6,2.7,6.5,5.4,1.7,1.6,85.9,0.3,0.9
S01012816,4.0,3.6,4.1,8.7,2.9,24.1,30.6,27.6,17.2,0.4,13.1,65.1,5.7,12.7,45.4,15.5,8.0,5.2,2.1,4.2,7.8,5.1,1.6,0.4,77.3,0.0,4.4
S01012817,3.8,1.4,2.5,8.3,2.1,85.7,12.0,1.1,1.1,0.0,10.3,82.9,3.4,2.3,38.1,18.6,2.9,3.9,2.6,1.6,5.0,4.3,0.2,1.7,92.0,0.0,0.6
S01012818,5.4,3.6,1.9,7.6,3.7,66.8,7.7,21.5,3.6,0.4,21.0,70.1,3.0,4.1,44.8,12.9,9.6,5.7,2.8,3.7,5.7,6.1,1.6,3.7,88.9,1.1,3.7
S01012819,6.3,7.2,6.7,1.1,6.7,4.3,5.1,33.0,55.9,0.0,20.0,32.6,40.0,6.3,70.5,9.0,17.8,4.0,4.9,10.6,18.7,15.0,5.6,0.5,60.3,2.2,3.8
S01012820,12.1,0.5,3.5,8.7,3.1,50.1,17.8,28.0,2.9,0.9,15.7,71.9,7.0,3.2,45.1,13.1,4.1,3.9,2.1,3.4,9.1,7.3,0.9,1.9,84.6,0.0,1.1
S01012821,7.5,1.9,3.4,20.6,3.0,65.3,20.1,5.2,9.3,0.0,6.8,78.7,3.8,9.1,46.3,12.2,2.6,4.9,4.6,4.0,9.1,5.2,1.0,4.2,81.7,0.0,1.9
S01012822,4.2,4.6,13.1,2.7,3.0,5.0,4.6,4.2,84.6,0.8,10.9,19.9,52.0,16.4,70.7,13.6,9.3,3.2,7.2,12.5,24.3,16.6,4.1,0.0,40.2,0.8,13.7
S01012823,3.6,2.4,1.7,6.0,4.1,33.9,52.1,9.8,2.1,2.1,13.0,80.0,1.1,5.3,51.3,16.1,4.5,4.5,2.2,2.1,7.8,8.9,2.1,2.5,82.5,0.0,0.7
S01012824,5.5,5.5,3.8,3.5,5.4,17.6,12.6,49.3,20.5,0.0,18.3,62.3,12.5,4.0,51.1,12.8,12.8,4.9,2.8,3.3,8.1,9.8,1.0,1.8,79.1,0.7,8.1
S01012825,3.2,7.8,5.0,1.7,5.4,12.9,18.0,9.2,58.5,0.4,16.7,28.6,41.6,12.6,65.2,9.2,15.3,3.2,3.4,11.8,12.9,13.2,4.7,0.4,66.5,1.1,40.9
S01012826,6.3,1.8,10.9,2.7,6.8,8.2,58.9,8.2,23.4,0.4,2.6,21.2,70.6,5.6,71.1,17.9,4.1,7.3,6.0,14.0,29.1,20.7,3.3,3.5,48.9,0.9,0.4
S01012827,6.5,1.7,2.3,13.0,2.7,56.8,29.1,1.7,10.3,0.9,8.6,78.1,5.2,7.3,40.0,14.9,3.4,4.2,4.2,1.7,5.5,7.0,2.2,3.0,81.5,0.9,1.7
S01012828,9.4,2.0,2.4,3.4,3.6,36.0,11.0,35.2,16.3,0.8,15.0,74.8,0.8,7.9,37.2,11.4,4.6,2.4,1.5,1.8,5.7,5.4,1.3,0.4,84.6,0.4,1.6
S01012829,6.8,6.8,7.5,3.4,8.6,5.7,32.2,26.7,35.1,0.3,14.6,33.7,44.5,6.4,75.2,14.7,14.3,2.1,6.4,9.4,19.8,18.8,3.1,2.5,58.8,0.8,1.9
S01012830,3.7,8.6,3.2,3.0,7.5,20.8,34.2,2.5,42.2,0.0,22.4,37.7,33.5,5.1,62.1,12.7,17.9,3.2,2.9,11.8,10.3,8.6,4.5,0.6,66.5,1.0,2.9
