lsoa21,Efficiency band E-G,Efficiency band A-B,Fossil fuel dependency,Property built 1930-,Property built 2003+,CO2_EMISSIONS_CURRENT
E01000534,15.61,0,96.82,72.29,0,4.12
E01000535,9.52,2.38,85.28,66.45,3.46,3.19
E01000536,14.15,9.43,86.79,24.53,8.02,4.37
E01000538,33.52,0,98.35,22.53,0,6.54
E01000539,19.91,9.5,61.54,15.84,0,4.7
E01000540,28.57,5.95,98.81,25.6,8.33,5.72
E01000541,18.73,4.59,85.87,19.79,7.07,3.63
E01000543,11.42,0,94.06,20.55,,3.91
E01000544,5.9,55.81,36.57,13.52,18.48,2.01
E01000545,12.59,6.82,72.9,56.29,12.94,2.67
E01000546,15.15,3.03,82.07,66.92,2.78,3.22
E01000547,12.73,0,94.29,80.78,0,3.31
E01000548,4.69,10.72,89.11,48.74,10.55,2.09
E01000549,10.53,0,97.48,82.84,2.06,3.36
E01000550,1.78,44.66,45.91,28.11,11.21,1.8
E01000551,0,50.52,45.75,10.28,31,1.32
E01000552,10.08,52.97,22.48,0,26.87,2.19
E01000553,14.46,0,89.64,72.77,3.37,3.73
E01000554,12.86,10.2,76.5,55.43,3.77,3.15
E01000555,19.47,4.2,97.71,43.51,2.29,5.33
E01000556,19.2,2.2,66.6,63,1.8,2.82
E01000557,12.07,1.21,83.1,64.19,0,2.86
E01000558,19.88,7.53,87.05,70.48,0,3.85
E01000559,14.48,6.13,82.73,67.69,4.74,3.36
E01000560,22.52,0,89.19,68.77,0,4.48
E01000561,10.51,13.75,91.91,35.31,2.7,2.76
E01000562,26.63,0,97.83,3.8,0,6.28
E01000563,32.08,,98.74,11.32,0,6.18
E01000564,16.98,6.42,81.89,20.38,1.89,3.61
E01000565,19.09,3.64,92.27,10,7.73,4.12
E01000566,27.27,0,98.93,15.51,0,5.11
E01000567,8.73,8.73,93.65,6.35,7.94,3.4
E01000568,13.41,11.59,79.35,15.58,18.48,3.62
E01000569,21.83,,99.3,16.2,0,5.14
E01000570,13.24,3.65,92.24,17.81,,3.7
E01000571,22.86,0,96.19,20.48,3.81,5.47
E01000572,23.33,0,99.05,28.1,,4.44
E01000573,16.59,,98.65,28.7,0,4.41
E01000574,20.42,2.62,96.34,21.99,0,4.3
E01000575,13.06,4.72,66.11,10.56,4.44,3.46
E01000576,15.34,12.78,83.07,14.7,3.51,3.49
E01000577,4.49,17.53,64.04,4.49,32.36,2.16
E01000578,11.94,30.22,58.02,5.78,5.04,2.9
E01000579,15.38,14.2,84.02,72.49,4.73,3.73
E01000580,9.96,11.95,83.86,52.99,6.77,3.46
E01000581,15.38,0,95.6,82.05,0,4.85
E01000582,20.88,1.65,96.98,85.44,2.47,5.34
E01000583,12.35,3.64,92.51,77.53,4.86,3.65
E01000584,17.67,,97.19,68.67,0,4.41
E01000585,13.93,,98.14,88.24,0,3.91
E01000586,10.17,22.46,67.64,44.25,22.85,2.48
E01000587,19.58,,97.88,6.88,0,4.45
E01000589,4.27,61.07,35.88,5.19,20.92,1.83
E01000590,17.06,7.17,92.49,20.14,6.48,3.51
E01000591,11.22,4.29,98.35,17.16,9.24,3.4
E01000592,15.41,29.45,67.81,11.3,3.42,3.19
E01000593,13.27,3.09,84.26,0,22.84,3.37
E01000594,14.37,5.75,85.34,6.61,4.31,3.32
E01000595,11.63,1.74,83.43,55.81,3.2,3.2
E01000596,8.08,2.79,88.3,17.83,2.79,2.5
E01000601,8.31,0,72.2,18.21,4.79,2.35
E01000602,9.84,0,91.19,16.06,,2.99
E01000603,14.29,4.26,31.33,18.8,0,2.63
E01000604,6.94,0,93.52,4.17,0,3.14
E01000605,8.06,2.02,84.68,9.68,3.63,2.71
E01000606,10.88,4.08,89.8,25.51,4.08,3.32
E01000607,19.55,2.27,96.88,15.01,3.4,3.84
E01000608,9.66,8.28,79.77,13.79,5.98,3.01
E01000609,13.73,0,89.79,17.25,2.82,3.39
E01000610,14.59,10.05,85.65,5.02,7.66,3.22
E01000611,5.03,58.38,41.34,15.64,0,2.19
E01000612,9.52,7.14,80.27,5.44,1.7,3.18
E01000613,12.47,5.74,43.64,3.99,7.73,3.04
E01000615,1.55,47.77,20.51,6.63,39.28,1.09
E01000616,10.46,17.86,78.57,23.21,4.08,2.95
E01000617,3.35,74.33,24.69,3.03,14.72,1.29
E01000618,18.22,3.56,95.56,11.11,0,4.07
E01000619,17.61,0,98.74,18.87,0,4.25
E01000620,4.24,68.08,30.26,5.6,67.78,1.52
E01000621,12.45,0,97,14.59,0,3.74
E01000622,11.61,1.32,71.5,18.73,0,2.93
E01000623,12.84,0,94.04,12.84,0,3.93
E01000624,23.94,0,98.46,15.83,0,4.26
E01000625,17.01,18.18,79.47,19.94,5.28,3.56
E01000626,17.49,14.9,73,11.23,,2.68
E01000627,24.77,2.25,83.11,24.55,0,3.5
E01000628,11.9,1.32,80.69,30.69,5.82,3.28
E01000629,15.61,0,96.2,22.78,0,3.81
E01000630,9.97,37.29,58.42,11.68,14.26,2.28
E01000631,11.74,5.3,92.42,21.21,0,3.91
E01000632,17.77,4.88,89.9,24.04,5.23,4.22
E01000633,12.71,17.41,65.18,27.53,5.88,2.99
E01000634,8.63,6.47,79.86,13.43,14.15,2.58
E01000636,5.18,52.85,45.08,13.3,6.39,1.97
E01000637,11.45,0,94.13,83.8,1.4,3.23
E01000638,9.43,7.38,85.45,54.51,3.89,2.66
E01000639,13.05,1.33,92.04,76.77,2.43,3.08
E01000640,13.43,10.95,84.71,49.59,8.06,2.75
E01000641,7.88,1.53,90.81,70.9,4.81,2.92
E01000642,10.49,12.35,71.76,57.87,9.26,2.49
E01000643,4.34,21.2,61.69,10.84,19.76,2.35
E01000644,12.09,23.03,68.33,57.2,6.53,2.69
E01000645,21.9,16.79,86.86,12.77,13.87,6.7
E01000646,14.83,7.89,77.51,21.29,5.02,3.64
E01000647,21.2,0,91.87,42.05,4.24,3.87
E01000648,16.98,5.12,84.91,42.59,3.77,4
E01000649,18.54,13.73,86.73,10.53,24.26,5.23
E01000650,16.39,5.19,94.26,13.93,9.29,4.69
E01000651,21.41,2.88,87.54,31.95,0,4.38
E01000652,25.9,3.28,95.08,13.44,4.26,5.15
E01000653,15.38,7.99,91.12,3.85,2.37,4.92
E01000654,14.29,0,94.09,0,0,4.57
E01000655,14.29,0,97.9,0,0,4.39
E01000656,18.53,13.9,82.63,5.02,6.95,4.74
E01000657,10.45,3.88,87.46,0,11.64,4.02
E01000658,15.74,0,97.46,3.05,5.08,4.75
E01000659,12.77,0,98.72,0,8.09,4.56
E01000661,3.16,34.97,64.67,3.34,19.68,2
E01000662,20.5,0,92.55,8.7,0,4.24
E01000663,17.69,,98.46,1.92,1.92,3.91
E01000664,15.85,4.91,95.85,6.79,2.26,4.12
E01000665,20.76,2.92,96.49,23.39,10.23,4.4
E01000666,22.67,13.6,88.92,24.18,11.59,5.37
E01000667,32.04,8.8,92.96,13.73,10.21,8.15
E01000668,13.16,15.61,70,28.6,9.65,2.91
E01000669,29.04,,97.26,75.07,2.74,4.24
E01000670,14.38,12.81,86.52,19.1,22.7,3.85
E01000671,9.01,29.33,67.31,12.01,21.38,2.65
E01000672,13.68,9.69,91.17,13.68,3.99,3.67
E01000673,23.51,3.31,94.7,36.09,2.32,4.63
E01000674,13.58,4.12,87.24,23.46,3.7,3.12
E01000676,12.61,13.95,68.25,38.13,14.69,2.72
E01000677,17.24,8.62,94.61,46.12,12.5,3.36
E01000678,21.23,13.54,89.23,36,19.38,3.95
E01000679,28.16,0,96.12,54.69,2.91,4.2
E01000680,22.11,9.47,89.47,26.67,5.61,5.85
E01000681,16.36,0,98.18,0,0,4.31
E01000682,22.34,,97.87,3.55,0,4.34
E01000683,9.89,6.42,73.8,2.14,13.1,3.18
E01000684,16.03,0,96.5,2.33,5.54,4.4
E01000685,11.31,1.82,97.45,2.19,0,3.83
E01000686,16.07,0,98.21,2.86,1.79,4.34
E01000687,23.13,0,94.31,24.56,2.85,4.43
E01000688,16.82,12.15,90.65,7.01,5.14,6.08
E01000689,18.77,2.15,92.92,5.85,2.46,3.83
E01000690,24.5,,97,23.5,,4.58
E01000691,13.39,13.65,90.55,20.47,7.09,3
E01000692,27.81,5.31,87.19,48.75,1.88,4.48
E01000693,21.47,26.36,64.13,20.92,2.17,4.42
E01000694,18.93,21.6,81.33,2.93,13.87,4.96
E01000695,29.24,3.61,84.12,17.69,3.25,5.67
E01000696,29.57,3.35,96.04,26.22,5.79,6.56
E01000697,18.49,4.01,89.09,22.94,4.45,4.49
E01000698,28.44,6.22,94.67,4.89,2.22,7.14
E01000699,11.28,2.88,87.83,55.97,4.2,2.96
E01000700,17.45,0,91.61,64.09,,3.41
E01000701,19.78,4.18,91.92,66.85,9.75,3.55
E01000702,18.41,2.24,70.65,57.71,6.22,3.4
E01000703,19.7,11.22,85.04,51.87,23.19,4.03
E01000704,15.49,2.02,81.48,49.16,8.08,3.65
E01000705,20.98,0,84.62,65.38,0,3.86
E01000706,13.71,9.35,89.1,36.76,5.61,3.08
E01000707,24.12,0,98.68,71.49,,4.87
E01000708,12.78,9.27,68.92,18.8,2.76,3.11
E01000709,13.1,2.31,73.8,8.29,1.93,2.85
E01000710,5.67,45.69,50.46,4.26,19.66,1.98
E01000711,12.06,6.81,88.23,5.96,5.82,2.54
E01000712,8.09,8.46,89.15,8.27,6.99,2.99
E01000713,9.28,10.04,90.72,4.36,6.82,3.18
E01000714,10,10.14,63.7,24.93,15.62,2.73
E01000715,14.01,3.89,90.27,22.37,8.95,3.3
E01000716,16.75,4.45,92.41,17.54,7.33,3.97
E01000717,9.57,6.32,88.03,15.56,6.67,3.16
E01000718,11.67,6.17,69.38,5.73,12.78,2.92
E01000719,12.69,7.22,84.25,24.07,7.88,2.92
E01000720,12.85,0,82.99,3.47,2.43,2.97
E01000721,5.09,28.14,61.38,2.1,0,2.44
E01000722,15.28,17.36,82.41,14.58,4.63,3.16
E01000723,22.94,0,99.08,6.88,0,4.52
E01000724,6.71,1.6,98.4,0,3.19,2.89
E01000725,10.38,3.3,84.91,32.08,2.59,2.99
E01000726,18.21,,91.43,10,0,3.76
E01000727,19.91,14.56,69.38,18.63,9.21,3.34
E01000728,15.68,12.16,81.08,10.54,2.16,3.25
E01000729,7.29,13.54,82.81,1.56,5.99,2.58
E01000730,8.16,7.55,90.03,6.34,1.81,2.87
E01000731,15.32,0,94.89,3.83,,3.87
E01000732,26.23,0,98.77,3.28,0,4.99
E01000733,24.83,3.02,96.31,3.36,4.7,4.03
E01000734,16.21,2.37,97.23,6.32,,4.2
E01000735,12.2,0,94.88,2.76,0,3.55
E01000736,10.1,0,96.97,0,0,3.61
E01000737,11.11,0,96.97,0,0,3.44
E01000738,21.77,4.08,91.84,5.78,0,3.83
E01000739,12.26,6.45,88.06,4.52,,3.2
E01000741,9.34,9.34,94.79,61.04,13.46,2.52
E01000742,10.03,4.51,90.7,59.16,6.1,2.63
E01000743,7.24,14.81,80.98,27.78,9.93,2.2
E01000744,5.71,0,88.86,17.71,0,2.42
E01000745,7.69,14.63,84.62,35.65,4.5,2.64
E01000746,11,8.42,84.71,58.25,9.79,2.93
E01000747,19.44,9.44,89.17,18.33,22.5,4.92
E01000748,23.81,9.92,86.9,20.24,8.73,5.96
E01000749,32.95,0,96.12,13.95,0,5.78
E01000750,3.76,0,98.75,1.88,1.25,2.54
E01000751,11.09,24.86,56.02,8.99,13.58,3.29
E01000752,17.05,1.42,91.19,25.57,3.69,3.98
E01000753,27.24,2.24,88.46,2.88,0,5.23
E01000754,16.53,2.17,98.1,2.98,3.25,3.81
E01000755,22.73,4.55,94.7,6.06,,4.81
E01000756,22.34,6.74,89.36,7.8,2.48,6.8
E01000757,25.78,2.22,98.67,4.89,0,5.43
E01000758,25,0,99.17,2.08,0,4.82
E01000759,26.99,8.41,86.73,13.72,0,5.21
E01000760,18.88,21.68,63.64,9.09,,3.75
E01000761,34.48,0,99.01,7.39,0,5.27
E01000762,14.36,1.54,93.33,0,1.79,3.83
E01000763,26.32,9.57,93.3,5.26,5.26,5
E01000764,16.5,11.78,86.2,2.36,2.69,4.08
E01000765,21.99,9.09,85.92,16.42,4.99,4.53
E01000766,39.45,,98.17,13.76,,5.87
E01000767,30.17,2.16,92.24,3.88,0,5.03
E01000768,25.61,2.46,83.51,4.56,0,4.93
E01000769,20.69,4.93,95.07,16.75,0,4.67
E01000770,18.99,5.57,91.39,29.11,0,4.62
E01000771,31.22,,93.67,27.6,0,5.33
E01000772,14.1,8.72,89.49,13.08,4.62,3.85
E01000773,25.55,,99.56,14.1,,4.6
E01000774,16.67,0,91.06,21.95,2.03,3.95
E01000775,7.68,33.46,96.06,3.35,40.75,3.41
E01000777,25.62,,98.52,22.66,3.45,4.91
E01000778,17.09,5.82,86.91,9.45,0,3.58
E01000779,21.8,,89.62,27.34,4.15,4.59
E01000780,15.66,3.56,93.95,24.2,0,3.72
E01000781,10.29,0,99.68,0,1.61,2.81
E01000782,12.18,0,96.79,8.97,0,2.8
E01000783,13.82,0,99.41,1.76,,3.14
E01000784,23.05,,94.65,9.88,0,4.1
E01000785,9.49,0,98.18,1.82,1.82,3.03
E01000786,21.32,7.72,95.22,7.72,4.41,4.81
E01000787,15.65,0,87.22,2.88,0,3.25
E01000788,21.55,3.7,94.95,20.88,5.72,4.11
E01000789,13.22,4.07,80.68,,12.54,2.83
E01000790,10.76,24.66,48.69,6.13,26.66,2.8
E01000791,19.06,0,98.56,6.12,0,4.22
E01000792,11.67,8.75,95.83,0,12.92,3.56
E01000793,30.18,,99.27,5.09,2.18,5.66
E01000794,31.88,,99.13,9.17,0,5.59
E01000795,13.59,,98.06,0,2.91,4.3
E01000796,6.99,0,64.44,0,1.82,2.86
E01000797,29.22,4.22,84.34,53.61,2.11,4.94
E01000798,14.21,4.06,76.9,32.49,3.3,2.73
E01000799,12.5,6.47,82.81,53.12,7.14,3.23
E01000800,14.52,9.62,66.24,35.03,1.63,2.87
E01000801,16.15,1.86,74.84,21.74,0,3.33
E01000802,16.15,3.08,90.51,68.46,2.82,3.53
E01000803,16.54,1.48,88.89,62.72,2.22,3.56
E01000804,27.69,0,93.08,44.23,3.08,5.24
E01000805,18.28,14.32,81.72,53.74,15.86,3.05
E01000806,13.1,0,87.99,58.52,4.15,2.82
E01000807,31.6,9.72,80.56,11.46,13.54,4.66
E01000808,28.98,0,94.69,11.02,4.9,5.33
E01000809,25.56,0,88.15,4.07,,4.14
E01000810,33.18,0,99.1,6.73,,5.78
E01000811,16.6,1.89,97.74,7.17,2.64,3.58
E01000812,18.69,3.26,91.1,29.97,2.37,4.56
E01000813,21.48,2.34,98.83,2.73,0,4.34
E01000814,36.36,0,97.13,18.18,0,6.69
E01000815,42.11,,98.83,15.79,,7.23
E01000816,23.14,0,97.65,11.76,0,4.14
E01000818,22.89,17.25,72.54,6.34,0,4.09
E01000819,14.5,13.51,78.87,22.6,9.83,3.15
E01000820,17.95,22.56,67.18,24.87,9.49,3.84
E01000822,27.96,1.42,93.84,45.02,1.66,3.69
E01000823,20.65,4.28,92.95,61.96,5.04,4.01
E01000824,17.59,12.35,80.25,56.48,2.78,3.31
E01000825,14.15,3.58,86.6,42.83,8.11,3.03
E01000826,34.69,2.55,95.41,9.18,0,6.88
E01000827,15.45,2.15,91.2,4.51,3.22,3.72
E01000828,16.75,2.54,91.62,18.27,4.31,3.89
E01000829,14.86,0,94.96,41.81,2.52,3.8
E01000830,37.88,0,98.99,19.7,0,8.2
E01000831,15.33,8.02,79.25,6.13,5.19,3.85
E01000832,26.41,3.9,83.55,13.85,0,5.3
E01000833,44.79,3.07,98.16,8.59,3.07,6.97
E01000834,31.46,,99.44,12.92,,5.31
E01000835,26.63,6.25,85.6,20.92,7.88,4.41
E01000836,30.36,,98.81,17.86,,5.31
E01000837,16.05,3.01,73.24,4.35,0,4.07
E01000838,28.63,,93.78,9.54,0,5.25
E01000839,34.41,3.23,97.31,11.83,8.6,5.9
E01000840,25.97,16.3,90.88,8.56,7.18,4.21
E01000841,24,20.67,71.67,13.67,0,4.5
E01000842,12.11,4.6,87.89,66.59,1.69,3.47
E01000843,9.19,1.21,87.69,45.06,,2.55
E01000844,11.11,1.43,84.77,78.32,0,3.19
E01000845,14.84,5.6,86.62,42.09,1.22,3.37
E01000846,12.45,6.23,86.38,12.45,0,3.33
E01000847,7.23,11.75,91.87,13.55,15.66,3.13
E01000848,10.91,1.98,91.67,69.25,0,3.27
E01000849,13.03,0.96,93.49,49.43,,2.97
E01000850,9.81,5.58,74.42,63.65,5,2.52
E01000851,9.02,12.75,51.94,46.03,3.73,2.29
E01000853,6.43,0,93.32,40.62,0,2.36
E01000855,8.33,1.26,86.79,55.97,1.89,2.31
E01000856,3.63,34.48,64.11,30.44,4.64,2.01
E01000857,12.62,0,88.67,50.16,0,3.65
E01000858,2.24,28.7,80.49,8.52,25.11,1.96
E01000859,12.72,7.33,81.9,66.81,3.66,3.63
E01000860,11.02,0,93.39,41.87,0,2.91
E01000861,12.21,5.43,78.29,64.15,9.3,2.54
E01000862,8.69,22.13,73.77,40.98,7.87,3.29
E01000863,6.47,19.4,65.14,54.57,11.36,2.08
E01000866,10.62,11.2,82.63,64.29,8.11,2.89
E01000867,3.39,30.34,65.67,23.95,4.39,1.8
E01000868,5.6,43.84,55.52,5.76,0.96,1.84
E01000869,10,12.32,78.04,49.46,14.64,2.76
E01000870,9.21,0,96.58,77.37,0,3.34
E01000871,18.29,5.31,85.25,55.46,11.21,4.45
E01000872,14.97,1.87,83.16,73.64,4.59,2.8
E01000873,11.39,4.17,92.78,70.28,3.61,3.53
E01000874,14.59,0,95.23,81.7,0,4.08
E01000875,10.09,2.24,86.92,66.73,0,2.61
E01000876,8.41,14.13,77.82,30.05,2.68,2.44
E01000877,12.31,2.12,84.93,53.29,5.1,3.1
E01000878,4.85,47.88,43.18,19.39,2.27,2.57
E01000879,12.35,9.44,84.02,73.37,8.47,3.96
E01000880,18.25,2.12,94.71,76.98,2.12,5.13
E01000881,13.6,5.44,83.68,61.72,1.67,3.31
E01000882,13.79,5.14,90.89,70.09,2.1,3.96
E01000883,9.9,6.21,88.93,59.42,4.66,3.28
E01000884,18.11,1.95,98.33,73.54,4.18,6.44
E01000885,19.49,5.88,92.28,46.32,5.51,6.7
E01000886,19.26,4.44,87.04,74.44,2.22,4.42
E01000887,9.67,1.51,88.22,61.33,0,3.1
E01000888,10.31,0,95.42,75.95,0,3.77
E01000889,3.29,27.34,67.09,7.59,6.58,2.1
E01000890,2.12,0,98.79,1.82,,2.19
E01000891,9.22,0,92.22,17,0,2.41
E01000892,8.72,14.68,81.49,44.26,1.06,2.96
E01000893,13.92,0,94.3,77.53,0,4.71
E01000894,15.81,0,92.71,70.21,1.52,4.73
E01000895,24.44,1.12,80.78,49.81,0,3.42
E01000896,16.41,1.56,94.01,83.59,2.34,5.24
E01000897,14.61,3.2,87.9,70.32,0,4.71
E01000898,4.76,39.63,78.57,18.03,27.38,1.85
E01000899,22.87,8.24,85.64,67.55,2.13,5.89
E01000900,8.31,1.43,95.7,63.9,6.3,3.17
E01000901,2.94,20.59,76.92,16.74,10.41,2.13
E01000902,6.69,27.36,72.64,23.4,27.66,2.16
E01000903,14.25,2.8,74.3,51.15,2.04,3.34
E01000904,9.29,8.21,84.23,25.27,16.63,2.49
E01000905,3.7,14.96,80.28,8.27,7.75,2.28
E01000906,11.6,1.69,95.57,55.7,0,3.05
E01000907,8.1,8.5,89.88,31.98,,3.34
E01000908,15.59,9.59,75.3,51.56,0,2.84
E01000909,21.14,5.37,89.26,55.7,0,4.87
E01000910,17.15,0,97.49,70.29,0,5.02
E01000911,15.6,,96.45,54.61,,3.51
E01000912,11.98,4.55,92.56,54.13,7.02,3.25
E01000913,22.81,4.06,94.69,50.31,4.69,6.31
E01000914,11.78,7.7,64.8,44.41,7.55,2.55
E01000915,13.62,0,89.57,29.86,2.32,2.77
E01000916,7.65,17.1,57.33,37.79,8.63,2.5
E01000917,6.6,9.69,83.09,57.94,2.06,2.28
E01000918,10.07,16.43,62.9,47.53,5.12,2.42
E01000919,9.28,21.28,55.2,34.4,9.92,2.23
E01000920,6.49,26.89,58.65,44.46,23.38,2.24
E01000921,8.41,9.3,85.33,67.98,7.87,2.47
E01000922,7.49,14.98,76.57,42.03,13.53,2.75
E01000923,15.22,3.73,94.72,75.47,1.55,3.64
E01000924,9.33,6.74,92.23,72.02,1.55,2.94
E01000925,11.18,4.04,95.34,24.84,,2.7
E01000926,6.73,8.19,89.77,49.12,6.43,2.75
E01000927,12.53,5.22,79.37,63.71,6.01,3.16
E01000928,9.93,4.36,72.4,43.1,7.02,3.17
E01000929,5.01,36.75,65.87,10.74,6.68,2.32
E01000930,3.55,8.28,71.75,22.6,19.71,1.92
E01000931,5.48,20.3,69.48,27.85,13.78,2.07
E01000932,9.01,0.88,88.69,71.55,0.88,2.78
E01000933,11.96,2.83,85,61.74,2.61,3.03
E01000934,11.85,3.55,79.86,11.37,4.27,2.22
E01000935,4.5,0,98.07,18.97,0,2.45
E01000937,10.4,18.93,67.2,41.87,3.73,1.89
E01000938,6.6,6.6,76.04,64.06,11,2.38
E01000939,2.02,22.67,55.42,15.11,1.51,1.63
E01000941,7.17,0,98.01,49,,2.38
E01000942,14.45,0,67.14,81.87,,2.4
E01000943,7.94,,86.77,91.49,0,1.73
E01000944,2.19,9.06,87.5,13.75,,2.08
E01000946,12.82,23.5,80.58,26.21,30.1,3.5
E01000947,7.48,9.21,67.19,51.8,3.02,2.25
E01000948,13.9,2.91,88.79,55.61,1.57,3.44
E01000949,3,8.33,83.33,19.33,4.67,2.06
E01000951,2.02,11.78,86.87,0,,2.05
E01000952,36.57,2.31,62.96,26.39,0,3.51
E01000954,4.53,2.47,97.12,26.75,,2.48
E01000955,26.9,1.9,73.42,22.47,2.53,2.94
E01000956,9.71,9.14,81.43,34,15.71,2.35
E01000957,4.56,15.72,62.87,11.16,5.69,1.8
E01000958,1.14,56.05,45.66,19.63,35.14,1.5
E01000959,1.42,3.41,96.02,2.56,5.68,2.12
E01000960,9.58,3.8,87.34,51.72,0,2.87
E01000961,5.94,5.69,89.36,12.38,8.42,2.75
E01000962,7.92,3.12,96.25,74.58,3.33,3.22
E01000963,7.01,14.03,77.4,16.62,14.42,3.54
E01000964,10.34,1.27,93.67,74.89,0,3.32
E01000965,14.81,1.74,87.36,53.38,2.4,2.86
E01000966,15.02,0,94.6,82.16,0,3.75
E01000967,14.53,22.52,78.21,36.56,4.36,5.35
E01000968,11.69,1.04,92.48,70.15,0,2.86
E01000969,14.53,1.52,93.58,72.97,1.01,3.61
E01000970,10.68,2.49,86.48,78.83,2.85,2.56
E01000971,13.51,0,96.28,78.72,0,3.62
E01000972,5.64,5.91,75.7,22.55,8.46,2.38
E01000973,7.08,33.21,56.9,43.96,3.54,2.06
E01000974,8.79,3.56,87.89,72.68,2.38,2.53
E01000975,7.57,48.3,47.04,29.51,4.04,2.14
E01000976,18.52,1.37,79.76,69.47,2.92,3.11
E01000977,13.7,5.99,83.05,32.19,1.03,2.79
E01000978,18.04,0,78.16,48.73,1.74,2.94
E01000979,16.21,5.93,87.55,53.16,10.67,3.15
E01000980,18.41,8.57,90.48,53.65,0,3.56
E01000981,18.63,1.55,94.72,63.66,2.17,3.83
E01000982,15.09,2.81,92.33,62.92,1.53,3.25
E01000983,14.4,19.9,74.61,50.52,4.45,3.45
E01000984,13.04,8.04,87.39,40.87,13.26,2.96
E01000985,20.77,9.18,88.89,38.16,0,4.74
E01000986,21.88,6.88,84.06,36.88,12.81,4.58
E01000987,25.58,0,89.3,49.3,0,4.82
E01000989,26.14,4.92,98.48,12.5,6.06,4.2
E01000990,6.82,18.56,96.97,9.85,12.5,2.78
E01000991,22.88,14.73,91.54,7.84,11.6,4.21
E01000992,12.66,7.79,86.04,12.01,13.96,3.31
E01000993,25.19,3.7,94.81,47.04,3.33,4.05
E01000994,20.7,,92.58,58.98,,3.98
E01000995,9.86,0,71.3,38.84,0,3.28
E01000996,12.8,,98.58,57.35,0,3.69
E01000997,15.66,9.61,83.63,44.84,0,3.39
E01000998,18.68,1.44,91.95,66.67,1.72,3.54
E01000999,21.51,0,94.77,72.67,,4.27
E01001000,14.79,7.39,84.51,51.41,2.82,3.24
E01001001,20,0,82.3,60.33,2.3,3.33
E01001002,13.19,12.82,80.59,51.28,0,3.23
E01001003,9.07,8.22,89.24,53.54,13.03,2.9
E01001004,6.33,26.12,97.14,30.82,36.94,2.45
E01001005,15.56,13.26,79.54,62.54,3.75,3.19
E01001006,4.1,21.31,76.84,3.28,2.05,2
E01001007,15.44,0,96.91,37.84,0,3.64
E01001008,20.8,0,98.67,32.3,0,3.74
E01001009,12.36,21.7,78.3,46.98,9.62,2.81
E01001010,16.1,30.96,65.94,13.31,0,2.82
E01001011,8.84,16.53,61.54,34.86,23.4,2.17
E01001012,17.55,15.98,75.74,61.14,4.93,3.04
E01001013,9.19,6.89,86.43,26.51,4.18,2.61
E01001015,17.37,5.41,89.58,11.97,0,4.24
E01001016,26.54,5.83,98.71,7.12,6.15,5.24
E01001017,23.29,6.52,95.34,21.12,9.94,5.58
E01001018,23.32,8.48,85.16,4.24,7.77,4.48
E01001019,19.25,3.77,96.6,7.17,4.15,4.99
E01001020,24.35,,97.05,4.06,,4.51
E01001021,7.65,15.01,96.32,1.7,7.37,2.74
E01001022,26.71,12.33,85.27,3.08,2.05,4.55
E01001023,5.72,61.84,26.02,11.36,18.99,1.76
E01001024,27.9,0,97,45.06,0,4.71
E01001025,26.15,0,98.97,11.79,3.08,4.87
E01001026,23.08,14.15,87.38,11.38,4.31,3.95
E01001027,6.04,66.42,39.62,4.57,10.6,2.69
E01001028,28.06,19.06,85.97,12.23,17.99,6.78
E01001029,17.82,31.63,69.71,23.39,16.93,4.22
E01001030,24.17,24.58,86.67,20,12.5,5.63
E01001031,28.84,15.36,89.14,34.46,8.24,6.01
E01001032,28.32,13.98,80.65,11.47,0,5.87
E01001033,24.41,0,89.76,50.92,1.84,3.98
E01001034,21.23,9.38,88.89,53.58,10.86,3.57
E01001035,10.29,14.84,75.04,32.72,8.26,2.64
E01001036,20.11,13.86,75.27,33.42,6.52,4.85
E01001037,11.18,8.07,75.57,44.51,4.55,2.74
E01001038,11.7,14.83,71.33,35.58,14.5,2.8
E01001039,23.42,8.92,88.1,30.11,0,5.14
E01001040,12.61,7.21,88.96,63.29,9.46,3.24
E01001041,16.83,9.75,80.11,58.13,5.93,3.26
E01001042,9.86,25.77,54.38,29.96,35.76,2.23
E01001044,15.28,5.36,84.33,6.15,4.56,3.59
E01001046,12.5,3.44,76.63,0,,2.98
E01001047,14.56,9.02,73.26,47.47,7.44,2.8
E01001049,27.92,10,91.25,17.92,8.75,6.68
E01001050,9.17,16.21,83.03,2.14,10.24,2.39
E01001051,5.65,2.82,97.98,,,2.79
E01001052,6.75,0,98.16,,,3.31
E01001053,14.46,0,89.26,0,2.07,3.19
E01001054,5.9,7.75,91.88,0,,3.11
E01001055,10.2,0,95.51,0,2.86,2.87
E01001056,6.47,2.59,96.98,,0,2.69
E01001057,6.79,3.02,81.89,,0,2.81
E01001058,8.43,0,97.59,0,,3.64
E01001059,12.66,,85.61,,,3
E01001060,10.91,,96.46,,0,3.18
E01001061,13.22,0,88.28,1.5,1.75,2.97
E01001062,34.52,11.11,83.33,22.62,5.56,5.45
E01001063,25.2,0,97.6,16.4,0,4.85
E01001064,18.18,2.27,96.21,11.36,0,6.22
E01001065,18.51,0,80.66,1.93,0,3.39
E01001066,7.23,2.41,90.76,3.61,2.01,2.84
E01001067,26.17,21.48,95.64,12.08,21.14,5.41
E01001068,15.37,13.2,80.74,12.34,19.05,3.93
E01001069,20.35,17.54,85.26,14.39,11.58,4.51
